,Yields,Predicted Yields
0,AVERAGE YIELD,GOOD YIELD
1,GOOD YIELD,GOOD YIELD
2,POOR YIELD,AVERAGE YIELD
3,GOOD YIELD,BELOW AVERAGE YIELD
4,GOOD YIELD,AVERAGE YIELD
5,GOOD YIELD,GOOD YIELD
6,BELOW AVERAGE YIELD,POOR YIELD
7,GOOD YIELD,BELOW AVERAGE YIELD
8,GOOD YIELD,GOOD YIELD
9,POOR YIELD,POOR YIELD
10,POOR YIELD,POOR YIELD
11,GOOD YIELD,AVERAGE YIELD
12,GOOD YIELD,GOOD YIELD
13,BELOW AVERAGE YIELD,GOOD YIELD
14,POOR YIELD,BELOW AVERAGE YIELD
15,GOOD YIELD,GOOD YIELD
16,AVERAGE YIELD,AVERAGE YIELD
17,AVERAGE YIELD,AVERAGE YIELD
18,AVERAGE YIELD,POOR YIELD
19,BELOW AVERAGE YIELD,GOOD YIELD
20,AVERAGE YIELD,GOOD YIELD
21,AVERAGE YIELD,GOOD YIELD
22,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
23,GOOD YIELD,GOOD YIELD
24,AVERAGE YIELD,BELOW AVERAGE YIELD
25,AVERAGE YIELD,POOR YIELD
26,BELOW AVERAGE YIELD,GOOD YIELD
27,GOOD YIELD,GOOD YIELD
28,AVERAGE YIELD,GOOD YIELD
29,POOR YIELD,GOOD YIELD
30,AVERAGE YIELD,GOOD YIELD
31,BELOW AVERAGE YIELD,GOOD YIELD
32,AVERAGE YIELD,GOOD YIELD
33,GOOD YIELD,GOOD YIELD
34,AVERAGE YIELD,GOOD YIELD
35,AVERAGE YIELD,GOOD YIELD
36,GOOD YIELD,POOR YIELD
37,GOOD YIELD,POOR YIELD
38,BELOW AVERAGE YIELD,GOOD YIELD
39,POOR YIELD,POOR YIELD
40,GOOD YIELD,GOOD YIELD
41,AVERAGE YIELD,BELOW AVERAGE YIELD
42,GOOD YIELD,GOOD YIELD
43,POOR YIELD,GOOD YIELD
44,POOR YIELD,GOOD YIELD
45,POOR YIELD,POOR YIELD
46,POOR YIELD,AVERAGE YIELD
47,POOR YIELD,POOR YIELD
48,POOR YIELD,GOOD YIELD
49,GOOD YIELD,GOOD YIELD
50,BELOW AVERAGE YIELD,GOOD YIELD
51,GOOD YIELD,GOOD YIELD
52,AVERAGE YIELD,GOOD YIELD
53,AVERAGE YIELD,AVERAGE YIELD
54,GOOD YIELD,AVERAGE YIELD
55,AVERAGE YIELD,POOR YIELD
56,GOOD YIELD,AVERAGE YIELD
57,AVERAGE YIELD,GOOD YIELD
58,GOOD YIELD,POOR YIELD
59,GOOD YIELD,AVERAGE YIELD
60,POOR YIELD,POOR YIELD
61,AVERAGE YIELD,AVERAGE YIELD
62,GOOD YIELD,GOOD YIELD
63,POOR YIELD,POOR YIELD
64,AVERAGE YIELD,GOOD YIELD
65,POOR YIELD,POOR YIELD
66,AVERAGE YIELD,AVERAGE YIELD
67,GOOD YIELD,GOOD YIELD
68,POOR YIELD,BELOW AVERAGE YIELD
69,AVERAGE YIELD,GOOD YIELD
70,GOOD YIELD,GOOD YIELD
71,BELOW AVERAGE YIELD,AVERAGE YIELD
72,BELOW AVERAGE YIELD,GOOD YIELD
73,GOOD YIELD,GOOD YIELD
74,GOOD YIELD,AVERAGE YIELD
75,AVERAGE YIELD,GOOD YIELD
76,GOOD YIELD,POOR YIELD
77,GOOD YIELD,GOOD YIELD
78,AVERAGE YIELD,BELOW AVERAGE YIELD
79,AVERAGE YIELD,GOOD YIELD
80,BELOW AVERAGE YIELD,AVERAGE YIELD
81,POOR YIELD,POOR YIELD
82,GOOD YIELD,GOOD YIELD
83,GOOD YIELD,GOOD YIELD
84,GOOD YIELD,GOOD YIELD
85,GOOD YIELD,AVERAGE YIELD
86,GOOD YIELD,AVERAGE YIELD
87,BELOW AVERAGE YIELD,AVERAGE YIELD
88,GOOD YIELD,AVERAGE YIELD
89,BELOW AVERAGE YIELD,AVERAGE YIELD
