,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,AVERAGE YIELD,AVERAGE YIELD
2,BELOW AVERAGE YIELD,GOOD YIELD
3,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
4,GOOD YIELD,POOR YIELD
5,GOOD YIELD,GOOD YIELD
6,AVERAGE YIELD,AVERAGE YIELD
7,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
8,GOOD YIELD,GOOD YIELD
9,GOOD YIELD,GOOD YIELD
10,AVERAGE YIELD,BELOW AVERAGE YIELD
11,GOOD YIELD,AVERAGE YIELD
12,POOR YIELD,POOR YIELD
13,GOOD YIELD,GOOD YIELD
14,POOR YIELD,POOR YIELD
15,BELOW AVERAGE YIELD,GOOD YIELD
16,AVERAGE YIELD,BELOW AVERAGE YIELD
17,GOOD YIELD,GOOD YIELD
18,GOOD YIELD,GOOD YIELD
19,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
20,POOR YIELD,BELOW AVERAGE YIELD
21,GOOD YIELD,AVERAGE YIELD
22,GOOD YIELD,GOOD YIELD
23,GOOD YIELD,AVERAGE YIELD
24,GOOD YIELD,AVERAGE YIELD
25,BELOW AVERAGE YIELD,AVERAGE YIELD
26,BELOW AVERAGE YIELD,AVERAGE YIELD
27,BELOW AVERAGE YIELD,GOOD YIELD
28,GOOD YIELD,POOR YIELD
29,BELOW AVERAGE YIELD,POOR YIELD
30,GOOD YIELD,GOOD YIELD
31,GOOD YIELD,AVERAGE YIELD
32,POOR YIELD,GOOD YIELD
33,AVERAGE YIELD,BELOW AVERAGE YIELD
34,POOR YIELD,BELOW AVERAGE YIELD
35,GOOD YIELD,GOOD YIELD
36,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
37,BELOW AVERAGE YIELD,AVERAGE YIELD
38,GOOD YIELD,GOOD YIELD
39,AVERAGE YIELD,AVERAGE YIELD
40,BELOW AVERAGE YIELD,POOR YIELD
41,BELOW AVERAGE YIELD,GOOD YIELD
42,POOR YIELD,GOOD YIELD
43,POOR YIELD,POOR YIELD
44,POOR YIELD,POOR YIELD
45,GOOD YIELD,AVERAGE YIELD
46,BELOW AVERAGE YIELD,AVERAGE YIELD
47,POOR YIELD,AVERAGE YIELD
48,GOOD YIELD,POOR YIELD
49,AVERAGE YIELD,GOOD YIELD
50,GOOD YIELD,POOR YIELD
51,BELOW AVERAGE YIELD,AVERAGE YIELD
52,AVERAGE YIELD,GOOD YIELD
53,GOOD YIELD,GOOD YIELD
54,GOOD YIELD,GOOD YIELD
55,AVERAGE YIELD,POOR YIELD
56,POOR YIELD,POOR YIELD
57,GOOD YIELD,GOOD YIELD
58,AVERAGE YIELD,GOOD YIELD
59,GOOD YIELD,BELOW AVERAGE YIELD
60,BELOW AVERAGE YIELD,GOOD YIELD
61,GOOD YIELD,AVERAGE YIELD
62,AVERAGE YIELD,AVERAGE YIELD
63,BELOW AVERAGE YIELD,AVERAGE YIELD
64,AVERAGE YIELD,GOOD YIELD
65,GOOD YIELD,POOR YIELD
66,GOOD YIELD,GOOD YIELD
67,GOOD YIELD,BELOW AVERAGE YIELD
68,AVERAGE YIELD,GOOD YIELD
69,BELOW AVERAGE YIELD,POOR YIELD
70,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
71,GOOD YIELD,AVERAGE YIELD
72,AVERAGE YIELD,GOOD YIELD
73,POOR YIELD,POOR YIELD
74,POOR YIELD,GOOD YIELD
75,GOOD YIELD,AVERAGE YIELD
76,GOOD YIELD,GOOD YIELD
77,GOOD YIELD,GOOD YIELD
78,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
79,BELOW AVERAGE YIELD,GOOD YIELD
80,AVERAGE YIELD,AVERAGE YIELD
81,POOR YIELD,POOR YIELD
82,GOOD YIELD,GOOD YIELD
83,POOR YIELD,BELOW AVERAGE YIELD
84,BELOW AVERAGE YIELD,POOR YIELD
85,GOOD YIELD,GOOD YIELD
86,POOR YIELD,GOOD YIELD
87,GOOD YIELD,AVERAGE YIELD
88,POOR YIELD,BELOW AVERAGE YIELD
89,GOOD YIELD,GOOD YIELD
90,BELOW AVERAGE YIELD,POOR YIELD
91,BELOW AVERAGE YIELD,GOOD YIELD
92,POOR YIELD,POOR YIELD
93,GOOD YIELD,AVERAGE YIELD
94,GOOD YIELD,GOOD YIELD
95,GOOD YIELD,GOOD YIELD
96,GOOD YIELD,BELOW AVERAGE YIELD
97,GOOD YIELD,AVERAGE YIELD
98,POOR YIELD,POOR YIELD
99,BELOW AVERAGE YIELD,AVERAGE YIELD
100,AVERAGE YIELD,AVERAGE YIELD
101,GOOD YIELD,AVERAGE YIELD
102,POOR YIELD,GOOD YIELD
103,BELOW AVERAGE YIELD,POOR YIELD
104,POOR YIELD,POOR YIELD
105,GOOD YIELD,AVERAGE YIELD
106,AVERAGE YIELD,GOOD YIELD
107,POOR YIELD,POOR YIELD
108,GOOD YIELD,AVERAGE YIELD
109,GOOD YIELD,AVERAGE YIELD
110,GOOD YIELD,AVERAGE YIELD
111,BELOW AVERAGE YIELD,AVERAGE YIELD
112,GOOD YIELD,GOOD YIELD
113,AVERAGE YIELD,AVERAGE YIELD
114,GOOD YIELD,BELOW AVERAGE YIELD
115,GOOD YIELD,POOR YIELD
116,GOOD YIELD,GOOD YIELD
117,POOR YIELD,POOR YIELD
118,AVERAGE YIELD,AVERAGE YIELD
119,AVERAGE YIELD,GOOD YIELD
120,GOOD YIELD,GOOD YIELD
121,BELOW AVERAGE YIELD,GOOD YIELD
122,GOOD YIELD,GOOD YIELD
123,BELOW AVERAGE YIELD,GOOD YIELD
124,GOOD YIELD,POOR YIELD
125,AVERAGE YIELD,BELOW AVERAGE YIELD
126,POOR YIELD,POOR YIELD
127,GOOD YIELD,GOOD YIELD
128,GOOD YIELD,BELOW AVERAGE YIELD
129,GOOD YIELD,AVERAGE YIELD
130,AVERAGE YIELD,AVERAGE YIELD
131,POOR YIELD,POOR YIELD
132,GOOD YIELD,BELOW AVERAGE YIELD
