,Yields,Predicted Yields
0,BELOW AVERAGE YIELD,POOR YIELD
1,GOOD YIELD,BELOW AVERAGE YIELD
2,GOOD YIELD,GOOD YIELD
3,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
4,POOR YIELD,AVERAGE YIELD
5,AVERAGE YIELD,AVERAGE YIELD
6,AVERAGE YIELD,GOOD YIELD
7,GOOD YIELD,POOR YIELD
8,GOOD YIELD,GOOD YIELD
9,AVERAGE YIELD,GOOD YIELD
10,AVERAGE YIELD,GOOD YIELD
11,POOR YIELD,BELOW AVERAGE YIELD
12,AVERAGE YIELD,GOOD YIELD
13,POOR YIELD,POOR YIELD
14,POOR YIELD,POOR YIELD
15,GOOD YIELD,GOOD YIELD
16,BELOW AVERAGE YIELD,AVERAGE YIELD
17,POOR YIELD,GOOD YIELD
18,GOOD YIELD,GOOD YIELD
19,GOOD YIELD,POOR YIELD
20,GOOD YIELD,AVERAGE YIELD
21,POOR YIELD,POOR YIELD
22,AVERAGE YIELD,POOR YIELD
23,POOR YIELD,GOOD YIELD
24,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
25,AVERAGE YIELD,AVERAGE YIELD
26,GOOD YIELD,GOOD YIELD
27,GOOD YIELD,GOOD YIELD
28,GOOD YIELD,GOOD YIELD
29,BELOW AVERAGE YIELD,GOOD YIELD
30,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
31,POOR YIELD,POOR YIELD
32,GOOD YIELD,AVERAGE YIELD
33,POOR YIELD,AVERAGE YIELD
34,GOOD YIELD,GOOD YIELD
35,POOR YIELD,POOR YIELD
36,POOR YIELD,AVERAGE YIELD
37,POOR YIELD,GOOD YIELD
38,GOOD YIELD,GOOD YIELD
39,BELOW AVERAGE YIELD,POOR YIELD
40,BELOW AVERAGE YIELD,AVERAGE YIELD
41,BELOW AVERAGE YIELD,POOR YIELD
42,GOOD YIELD,GOOD YIELD
43,AVERAGE YIELD,GOOD YIELD
44,POOR YIELD,GOOD YIELD
45,GOOD YIELD,AVERAGE YIELD
46,AVERAGE YIELD,BELOW AVERAGE YIELD
47,GOOD YIELD,GOOD YIELD
48,BELOW AVERAGE YIELD,POOR YIELD
49,POOR YIELD,BELOW AVERAGE YIELD
50,GOOD YIELD,BELOW AVERAGE YIELD
51,AVERAGE YIELD,GOOD YIELD
52,POOR YIELD,BELOW AVERAGE YIELD
53,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
54,BELOW AVERAGE YIELD,GOOD YIELD
55,GOOD YIELD,AVERAGE YIELD
