,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,AVERAGE YIELD,GOOD YIELD
2,BELOW AVERAGE YIELD,AVERAGE YIELD
3,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
4,GOOD YIELD,BELOW AVERAGE YIELD
5,GOOD YIELD,GOOD YIELD
6,AVERAGE YIELD,AVERAGE YIELD
7,BELOW AVERAGE YIELD,GOOD YIELD
8,GOOD YIELD,GOOD YIELD
9,GOOD YIELD,GOOD YIELD
10,AVERAGE YIELD,BELOW AVERAGE YIELD
11,GOOD YIELD,GOOD YIELD
12,POOR YIELD,BELOW AVERAGE YIELD
13,GOOD YIELD,GOOD YIELD
14,POOR YIELD,POOR YIELD
15,BELOW AVERAGE YIELD,AVERAGE YIELD
16,AVERAGE YIELD,BELOW AVERAGE YIELD
17,GOOD YIELD,POOR YIELD
18,GOOD YIELD,GOOD YIELD
19,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
20,POOR YIELD,BELOW AVERAGE YIELD
21,GOOD YIELD,GOOD YIELD
22,GOOD YIELD,GOOD YIELD
23,GOOD YIELD,GOOD YIELD
24,GOOD YIELD,AVERAGE YIELD
25,BELOW AVERAGE YIELD,AVERAGE YIELD
26,BELOW AVERAGE YIELD,AVERAGE YIELD
27,BELOW AVERAGE YIELD,AVERAGE YIELD
28,GOOD YIELD,GOOD YIELD
29,BELOW AVERAGE YIELD,AVERAGE YIELD
30,GOOD YIELD,GOOD YIELD
31,GOOD YIELD,GOOD YIELD
32,POOR YIELD,GOOD YIELD
33,AVERAGE YIELD,GOOD YIELD
34,POOR YIELD,GOOD YIELD
35,GOOD YIELD,GOOD YIELD
36,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
37,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
38,GOOD YIELD,AVERAGE YIELD
39,AVERAGE YIELD,AVERAGE YIELD
40,BELOW AVERAGE YIELD,POOR YIELD
41,BELOW AVERAGE YIELD,GOOD YIELD
42,POOR YIELD,GOOD YIELD
43,POOR YIELD,POOR YIELD
