,Yields,Predicted Yields
0,POOR YIELD,BELOW AVERAGE YIELD
1,POOR YIELD,POOR YIELD
2,AVERAGE YIELD,GOOD YIELD
3,POOR YIELD,GOOD YIELD
4,GOOD YIELD,GOOD YIELD
5,GOOD YIELD,BELOW AVERAGE YIELD
6,GOOD YIELD,BELOW AVERAGE YIELD
7,GOOD YIELD,POOR YIELD
8,BELOW AVERAGE YIELD,GOOD YIELD
9,AVERAGE YIELD,AVERAGE YIELD
10,POOR YIELD,POOR YIELD
11,POOR YIELD,AVERAGE YIELD
12,AVERAGE YIELD,GOOD YIELD
13,GOOD YIELD,BELOW AVERAGE YIELD
14,POOR YIELD,POOR YIELD
15,GOOD YIELD,BELOW AVERAGE YIELD
16,GOOD YIELD,POOR YIELD
17,AVERAGE YIELD,BELOW AVERAGE YIELD
18,AVERAGE YIELD,GOOD YIELD
19,POOR YIELD,POOR YIELD
20,GOOD YIELD,BELOW AVERAGE YIELD
21,BELOW AVERAGE YIELD,GOOD YIELD
22,BELOW AVERAGE YIELD,AVERAGE YIELD
23,BELOW AVERAGE YIELD,GOOD YIELD
24,GOOD YIELD,GOOD YIELD
25,AVERAGE YIELD,BELOW AVERAGE YIELD
26,GOOD YIELD,GOOD YIELD
27,POOR YIELD,POOR YIELD
28,GOOD YIELD,GOOD YIELD
29,GOOD YIELD,AVERAGE YIELD
30,POOR YIELD,POOR YIELD
31,BELOW AVERAGE YIELD,GOOD YIELD
32,BELOW AVERAGE YIELD,GOOD YIELD
33,POOR YIELD,BELOW AVERAGE YIELD
34,AVERAGE YIELD,BELOW AVERAGE YIELD
35,GOOD YIELD,AVERAGE YIELD
36,POOR YIELD,BELOW AVERAGE YIELD
37,POOR YIELD,GOOD YIELD
38,GOOD YIELD,BELOW AVERAGE YIELD
39,GOOD YIELD,GOOD YIELD
40,BELOW AVERAGE YIELD,GOOD YIELD
41,POOR YIELD,BELOW AVERAGE YIELD
42,GOOD YIELD,BELOW AVERAGE YIELD
