,Yields,Predicted Yields
0,AVERAGE YIELD,BELOW AVERAGE YIELD
1,GOOD YIELD,GOOD YIELD
2,AVERAGE YIELD,BELOW AVERAGE YIELD
3,GOOD YIELD,GOOD YIELD
4,GOOD YIELD,AVERAGE YIELD
5,GOOD YIELD,GOOD YIELD
6,POOR YIELD,POOR YIELD
7,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
8,BELOW AVERAGE YIELD,GOOD YIELD
9,POOR YIELD,BELOW AVERAGE YIELD
10,AVERAGE YIELD,GOOD YIELD
11,GOOD YIELD,BELOW AVERAGE YIELD
12,AVERAGE YIELD,AVERAGE YIELD
13,BELOW AVERAGE YIELD,GOOD YIELD
14,BELOW AVERAGE YIELD,GOOD YIELD
15,GOOD YIELD,GOOD YIELD
16,GOOD YIELD,AVERAGE YIELD
17,POOR YIELD,GOOD YIELD
18,AVERAGE YIELD,POOR YIELD
19,POOR YIELD,POOR YIELD
20,BELOW AVERAGE YIELD,POOR YIELD
21,POOR YIELD,BELOW AVERAGE YIELD
22,GOOD YIELD,BELOW AVERAGE YIELD
23,AVERAGE YIELD,GOOD YIELD
24,GOOD YIELD,BELOW AVERAGE YIELD
25,BELOW AVERAGE YIELD,POOR YIELD
26,GOOD YIELD,GOOD YIELD
27,AVERAGE YIELD,GOOD YIELD
28,GOOD YIELD,GOOD YIELD
29,BELOW AVERAGE YIELD,AVERAGE YIELD
30,BELOW AVERAGE YIELD,GOOD YIELD
31,POOR YIELD,GOOD YIELD
32,AVERAGE YIELD,AVERAGE YIELD
33,POOR YIELD,POOR YIELD
34,POOR YIELD,GOOD YIELD
35,BELOW AVERAGE YIELD,AVERAGE YIELD
36,GOOD YIELD,GOOD YIELD
37,AVERAGE YIELD,BELOW AVERAGE YIELD
38,GOOD YIELD,GOOD YIELD
39,POOR YIELD,POOR YIELD
40,GOOD YIELD,GOOD YIELD
41,POOR YIELD,AVERAGE YIELD
42,GOOD YIELD,GOOD YIELD
43,AVERAGE YIELD,GOOD YIELD
44,POOR YIELD,POOR YIELD
45,GOOD YIELD,GOOD YIELD
46,GOOD YIELD,GOOD YIELD
