,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,AVERAGE YIELD,BELOW AVERAGE YIELD
2,BELOW AVERAGE YIELD,AVERAGE YIELD
3,BELOW AVERAGE YIELD,AVERAGE YIELD
4,GOOD YIELD,POOR YIELD
5,GOOD YIELD,GOOD YIELD
6,AVERAGE YIELD,AVERAGE YIELD
7,BELOW AVERAGE YIELD,AVERAGE YIELD
8,GOOD YIELD,AVERAGE YIELD
9,GOOD YIELD,GOOD YIELD
10,AVERAGE YIELD,BELOW AVERAGE YIELD
11,GOOD YIELD,BELOW AVERAGE YIELD
12,POOR YIELD,POOR YIELD
13,GOOD YIELD,BELOW AVERAGE YIELD
14,POOR YIELD,GOOD YIELD
15,BELOW AVERAGE YIELD,GOOD YIELD
16,AVERAGE YIELD,BELOW AVERAGE YIELD
17,GOOD YIELD,POOR YIELD
18,GOOD YIELD,GOOD YIELD
19,BELOW AVERAGE YIELD,GOOD YIELD
20,POOR YIELD,POOR YIELD
21,GOOD YIELD,AVERAGE YIELD
22,GOOD YIELD,POOR YIELD
23,GOOD YIELD,AVERAGE YIELD
24,GOOD YIELD,BELOW AVERAGE YIELD
25,BELOW AVERAGE YIELD,AVERAGE YIELD
26,BELOW AVERAGE YIELD,AVERAGE YIELD
27,BELOW AVERAGE YIELD,GOOD YIELD
28,GOOD YIELD,GOOD YIELD
29,BELOW AVERAGE YIELD,POOR YIELD
30,GOOD YIELD,GOOD YIELD
31,GOOD YIELD,GOOD YIELD
32,POOR YIELD,GOOD YIELD
33,AVERAGE YIELD,POOR YIELD
34,POOR YIELD,GOOD YIELD
35,GOOD YIELD,GOOD YIELD
36,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
37,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
38,GOOD YIELD,GOOD YIELD
39,AVERAGE YIELD,AVERAGE YIELD
40,BELOW AVERAGE YIELD,POOR YIELD
41,BELOW AVERAGE YIELD,GOOD YIELD
42,POOR YIELD,POOR YIELD
43,POOR YIELD,POOR YIELD
44,POOR YIELD,AVERAGE YIELD
45,GOOD YIELD,AVERAGE YIELD
46,BELOW AVERAGE YIELD,POOR YIELD
47,POOR YIELD,AVERAGE YIELD
48,GOOD YIELD,POOR YIELD
49,AVERAGE YIELD,GOOD YIELD
50,GOOD YIELD,POOR YIELD
51,BELOW AVERAGE YIELD,AVERAGE YIELD
52,AVERAGE YIELD,POOR YIELD
53,GOOD YIELD,BELOW AVERAGE YIELD
54,GOOD YIELD,AVERAGE YIELD
55,AVERAGE YIELD,POOR YIELD
56,POOR YIELD,BELOW AVERAGE YIELD
57,GOOD YIELD,GOOD YIELD
58,AVERAGE YIELD,GOOD YIELD
59,GOOD YIELD,GOOD YIELD
60,BELOW AVERAGE YIELD,AVERAGE YIELD
61,GOOD YIELD,GOOD YIELD
62,AVERAGE YIELD,AVERAGE YIELD
63,BELOW AVERAGE YIELD,AVERAGE YIELD
64,AVERAGE YIELD,GOOD YIELD
65,GOOD YIELD,POOR YIELD
66,GOOD YIELD,GOOD YIELD
67,GOOD YIELD,GOOD YIELD
68,AVERAGE YIELD,AVERAGE YIELD
69,BELOW AVERAGE YIELD,POOR YIELD
70,BELOW AVERAGE YIELD,AVERAGE YIELD
71,GOOD YIELD,AVERAGE YIELD
72,AVERAGE YIELD,AVERAGE YIELD
73,POOR YIELD,POOR YIELD
74,POOR YIELD,BELOW AVERAGE YIELD
75,GOOD YIELD,POOR YIELD
76,GOOD YIELD,AVERAGE YIELD
77,GOOD YIELD,GOOD YIELD
78,BELOW AVERAGE YIELD,AVERAGE YIELD
79,BELOW AVERAGE YIELD,POOR YIELD
80,AVERAGE YIELD,GOOD YIELD
81,POOR YIELD,BELOW AVERAGE YIELD
82,GOOD YIELD,GOOD YIELD
83,POOR YIELD,BELOW AVERAGE YIELD
84,BELOW AVERAGE YIELD,AVERAGE YIELD
85,GOOD YIELD,POOR YIELD
86,POOR YIELD,BELOW AVERAGE YIELD
87,GOOD YIELD,GOOD YIELD
88,POOR YIELD,POOR YIELD
89,GOOD YIELD,GOOD YIELD
90,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
91,BELOW AVERAGE YIELD,POOR YIELD
92,POOR YIELD,POOR YIELD
93,GOOD YIELD,AVERAGE YIELD
94,GOOD YIELD,GOOD YIELD
95,GOOD YIELD,GOOD YIELD
96,GOOD YIELD,GOOD YIELD
97,GOOD YIELD,GOOD YIELD
98,POOR YIELD,GOOD YIELD
99,BELOW AVERAGE YIELD,AVERAGE YIELD
100,AVERAGE YIELD,GOOD YIELD
101,GOOD YIELD,GOOD YIELD
102,POOR YIELD,GOOD YIELD
103,BELOW AVERAGE YIELD,POOR YIELD
104,POOR YIELD,POOR YIELD
105,GOOD YIELD,BELOW AVERAGE YIELD
106,AVERAGE YIELD,GOOD YIELD
107,POOR YIELD,GOOD YIELD
108,GOOD YIELD,AVERAGE YIELD
109,GOOD YIELD,AVERAGE YIELD
110,GOOD YIELD,AVERAGE YIELD
111,BELOW AVERAGE YIELD,AVERAGE YIELD
112,GOOD YIELD,GOOD YIELD
113,AVERAGE YIELD,POOR YIELD
114,GOOD YIELD,BELOW AVERAGE YIELD
115,GOOD YIELD,GOOD YIELD
116,GOOD YIELD,GOOD YIELD
117,POOR YIELD,BELOW AVERAGE YIELD
118,AVERAGE YIELD,GOOD YIELD
119,AVERAGE YIELD,BELOW AVERAGE YIELD
120,GOOD YIELD,BELOW AVERAGE YIELD
121,BELOW AVERAGE YIELD,AVERAGE YIELD
122,GOOD YIELD,GOOD YIELD
123,BELOW AVERAGE YIELD,AVERAGE YIELD
124,GOOD YIELD,POOR YIELD
125,AVERAGE YIELD,BELOW AVERAGE YIELD
126,POOR YIELD,BELOW AVERAGE YIELD
127,GOOD YIELD,GOOD YIELD
128,GOOD YIELD,AVERAGE YIELD
129,GOOD YIELD,GOOD YIELD
130,AVERAGE YIELD,BELOW AVERAGE YIELD
131,POOR YIELD,POOR YIELD
132,GOOD YIELD,BELOW AVERAGE YIELD
133,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
134,AVERAGE YIELD,AVERAGE YIELD
135,GOOD YIELD,GOOD YIELD
136,GOOD YIELD,GOOD YIELD
137,AVERAGE YIELD,GOOD YIELD
138,GOOD YIELD,GOOD YIELD
139,BELOW AVERAGE YIELD,POOR YIELD
140,GOOD YIELD,AVERAGE YIELD
141,AVERAGE YIELD,GOOD YIELD
142,AVERAGE YIELD,BELOW AVERAGE YIELD
143,AVERAGE YIELD,GOOD YIELD
144,BELOW AVERAGE YIELD,GOOD YIELD
145,GOOD YIELD,GOOD YIELD
146,GOOD YIELD,AVERAGE YIELD
147,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
148,GOOD YIELD,GOOD YIELD
149,GOOD YIELD,AVERAGE YIELD
150,GOOD YIELD,AVERAGE YIELD
151,AVERAGE YIELD,AVERAGE YIELD
152,AVERAGE YIELD,GOOD YIELD
153,BELOW AVERAGE YIELD,POOR YIELD
154,GOOD YIELD,AVERAGE YIELD
155,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
156,POOR YIELD,AVERAGE YIELD
157,BELOW AVERAGE YIELD,AVERAGE YIELD
158,GOOD YIELD,POOR YIELD
159,AVERAGE YIELD,BELOW AVERAGE YIELD
160,BELOW AVERAGE YIELD,GOOD YIELD
161,POOR YIELD,AVERAGE YIELD
162,POOR YIELD,POOR YIELD
163,AVERAGE YIELD,AVERAGE YIELD
164,AVERAGE YIELD,GOOD YIELD
165,POOR YIELD,POOR YIELD
166,BELOW AVERAGE YIELD,GOOD YIELD
167,POOR YIELD,GOOD YIELD
168,AVERAGE YIELD,BELOW AVERAGE YIELD
169,GOOD YIELD,BELOW AVERAGE YIELD
170,POOR YIELD,BELOW AVERAGE YIELD
171,GOOD YIELD,POOR YIELD
172,GOOD YIELD,GOOD YIELD
173,GOOD YIELD,GOOD YIELD
174,GOOD YIELD,AVERAGE YIELD
175,GOOD YIELD,GOOD YIELD
176,GOOD YIELD,GOOD YIELD
177,BELOW AVERAGE YIELD,GOOD YIELD
178,GOOD YIELD,AVERAGE YIELD
