,Yields,Predicted Yields
0,BELOW AVERAGE YIELD,POOR YIELD
1,AVERAGE YIELD,GOOD YIELD
2,GOOD YIELD,BELOW AVERAGE YIELD
3,POOR YIELD,GOOD YIELD
4,POOR YIELD,POOR YIELD
5,POOR YIELD,POOR YIELD
6,POOR YIELD,POOR YIELD
7,GOOD YIELD,BELOW AVERAGE YIELD
8,AVERAGE YIELD,AVERAGE YIELD
9,GOOD YIELD,AVERAGE YIELD
10,AVERAGE YIELD,GOOD YIELD
11,GOOD YIELD,GOOD YIELD
12,GOOD YIELD,GOOD YIELD
13,GOOD YIELD,GOOD YIELD
14,GOOD YIELD,BELOW AVERAGE YIELD
15,BELOW AVERAGE YIELD,GOOD YIELD
16,POOR YIELD,POOR YIELD
17,BELOW AVERAGE YIELD,AVERAGE YIELD
18,GOOD YIELD,POOR YIELD
19,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
20,GOOD YIELD,BELOW AVERAGE YIELD
21,GOOD YIELD,AVERAGE YIELD
22,GOOD YIELD,BELOW AVERAGE YIELD
23,GOOD YIELD,AVERAGE YIELD
24,AVERAGE YIELD,GOOD YIELD
25,GOOD YIELD,GOOD YIELD
26,BELOW AVERAGE YIELD,GOOD YIELD
27,GOOD YIELD,AVERAGE YIELD
28,GOOD YIELD,GOOD YIELD
29,POOR YIELD,GOOD YIELD
30,GOOD YIELD,AVERAGE YIELD
31,AVERAGE YIELD,POOR YIELD
32,AVERAGE YIELD,AVERAGE YIELD
33,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
34,GOOD YIELD,POOR YIELD
35,POOR YIELD,AVERAGE YIELD
36,POOR YIELD,POOR YIELD
37,POOR YIELD,POOR YIELD
38,AVERAGE YIELD,BELOW AVERAGE YIELD
39,POOR YIELD,POOR YIELD
40,GOOD YIELD,GOOD YIELD
41,AVERAGE YIELD,GOOD YIELD
42,BELOW AVERAGE YIELD,POOR YIELD
43,POOR YIELD,GOOD YIELD
44,POOR YIELD,AVERAGE YIELD
45,POOR YIELD,AVERAGE YIELD
46,BELOW AVERAGE YIELD,POOR YIELD
47,GOOD YIELD,GOOD YIELD
48,AVERAGE YIELD,AVERAGE YIELD
49,BELOW AVERAGE YIELD,AVERAGE YIELD
50,POOR YIELD,GOOD YIELD
51,POOR YIELD,POOR YIELD
52,AVERAGE YIELD,GOOD YIELD
53,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
54,GOOD YIELD,BELOW AVERAGE YIELD
55,GOOD YIELD,AVERAGE YIELD
56,AVERAGE YIELD,GOOD YIELD
57,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
58,POOR YIELD,POOR YIELD
59,POOR YIELD,POOR YIELD
60,AVERAGE YIELD,POOR YIELD
61,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
62,AVERAGE YIELD,AVERAGE YIELD
63,POOR YIELD,POOR YIELD
64,AVERAGE YIELD,GOOD YIELD
65,BELOW AVERAGE YIELD,GOOD YIELD
66,GOOD YIELD,GOOD YIELD
67,AVERAGE YIELD,GOOD YIELD
68,GOOD YIELD,AVERAGE YIELD
69,GOOD YIELD,GOOD YIELD
70,BELOW AVERAGE YIELD,AVERAGE YIELD
71,POOR YIELD,POOR YIELD
72,GOOD YIELD,GOOD YIELD
73,AVERAGE YIELD,AVERAGE YIELD
74,GOOD YIELD,GOOD YIELD
75,AVERAGE YIELD,GOOD YIELD
76,GOOD YIELD,GOOD YIELD
77,POOR YIELD,GOOD YIELD
