,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,AVERAGE YIELD,GOOD YIELD
2,GOOD YIELD,AVERAGE YIELD
3,GOOD YIELD,AVERAGE YIELD
4,GOOD YIELD,GOOD YIELD
5,BELOW AVERAGE YIELD,GOOD YIELD
6,POOR YIELD,AVERAGE YIELD
7,GOOD YIELD,AVERAGE YIELD
8,AVERAGE YIELD,BELOW AVERAGE YIELD
9,GOOD YIELD,AVERAGE YIELD
10,POOR YIELD,GOOD YIELD
11,POOR YIELD,POOR YIELD
12,POOR YIELD,POOR YIELD
13,GOOD YIELD,AVERAGE YIELD
14,GOOD YIELD,AVERAGE YIELD
15,POOR YIELD,BELOW AVERAGE YIELD
16,AVERAGE YIELD,GOOD YIELD
17,BELOW AVERAGE YIELD,GOOD YIELD
18,POOR YIELD,BELOW AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,POOR YIELD,POOR YIELD
21,BELOW AVERAGE YIELD,GOOD YIELD
22,AVERAGE YIELD,AVERAGE YIELD
23,POOR YIELD,POOR YIELD
24,AVERAGE YIELD,GOOD YIELD
25,AVERAGE YIELD,GOOD YIELD
26,AVERAGE YIELD,AVERAGE YIELD
27,AVERAGE YIELD,BELOW AVERAGE YIELD
28,AVERAGE YIELD,POOR YIELD
29,BELOW AVERAGE YIELD,AVERAGE YIELD
30,POOR YIELD,BELOW AVERAGE YIELD
31,AVERAGE YIELD,BELOW AVERAGE YIELD
32,GOOD YIELD,GOOD YIELD
33,BELOW AVERAGE YIELD,AVERAGE YIELD
34,POOR YIELD,POOR YIELD
35,POOR YIELD,POOR YIELD
36,GOOD YIELD,GOOD YIELD
37,BELOW AVERAGE YIELD,AVERAGE YIELD
38,GOOD YIELD,GOOD YIELD
39,POOR YIELD,GOOD YIELD
40,GOOD YIELD,GOOD YIELD
41,BELOW AVERAGE YIELD,GOOD YIELD
42,GOOD YIELD,GOOD YIELD
43,GOOD YIELD,GOOD YIELD
44,AVERAGE YIELD,AVERAGE YIELD
45,GOOD YIELD,GOOD YIELD
