,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,AVERAGE YIELD,GOOD YIELD
2,AVERAGE YIELD,AVERAGE YIELD
3,GOOD YIELD,GOOD YIELD
4,AVERAGE YIELD,AVERAGE YIELD
5,AVERAGE YIELD,GOOD YIELD
6,GOOD YIELD,GOOD YIELD
7,BELOW AVERAGE YIELD,GOOD YIELD
8,BELOW AVERAGE YIELD,GOOD YIELD
9,BELOW AVERAGE YIELD,AVERAGE YIELD
10,AVERAGE YIELD,GOOD YIELD
11,BELOW AVERAGE YIELD,GOOD YIELD
12,GOOD YIELD,GOOD YIELD
13,AVERAGE YIELD,POOR YIELD
14,GOOD YIELD,AVERAGE YIELD
15,BELOW AVERAGE YIELD,GOOD YIELD
16,GOOD YIELD,GOOD YIELD
17,GOOD YIELD,GOOD YIELD
18,AVERAGE YIELD,AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,BELOW AVERAGE YIELD,GOOD YIELD
21,POOR YIELD,AVERAGE YIELD
22,POOR YIELD,GOOD YIELD
23,GOOD YIELD,AVERAGE YIELD
24,GOOD YIELD,GOOD YIELD
25,AVERAGE YIELD,GOOD YIELD
26,BELOW AVERAGE YIELD,AVERAGE YIELD
27,GOOD YIELD,GOOD YIELD
28,GOOD YIELD,AVERAGE YIELD
29,BELOW AVERAGE YIELD,POOR YIELD
30,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
31,AVERAGE YIELD,GOOD YIELD
32,GOOD YIELD,GOOD YIELD
33,BELOW AVERAGE YIELD,POOR YIELD
34,POOR YIELD,POOR YIELD
35,BELOW AVERAGE YIELD,AVERAGE YIELD
36,GOOD YIELD,GOOD YIELD
37,GOOD YIELD,AVERAGE YIELD
38,POOR YIELD,AVERAGE YIELD
39,GOOD YIELD,AVERAGE YIELD
40,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
41,AVERAGE YIELD,BELOW AVERAGE YIELD
42,AVERAGE YIELD,GOOD YIELD
43,GOOD YIELD,POOR YIELD
44,GOOD YIELD,GOOD YIELD
