,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,POOR YIELD,BELOW AVERAGE YIELD
2,GOOD YIELD,GOOD YIELD
3,POOR YIELD,AVERAGE YIELD
4,AVERAGE YIELD,BELOW AVERAGE YIELD
5,BELOW AVERAGE YIELD,GOOD YIELD
6,GOOD YIELD,GOOD YIELD
7,POOR YIELD,AVERAGE YIELD
8,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
9,POOR YIELD,AVERAGE YIELD
10,AVERAGE YIELD,GOOD YIELD
11,GOOD YIELD,AVERAGE YIELD
12,AVERAGE YIELD,AVERAGE YIELD
13,GOOD YIELD,GOOD YIELD
14,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
15,AVERAGE YIELD,GOOD YIELD
16,BELOW AVERAGE YIELD,AVERAGE YIELD
17,POOR YIELD,AVERAGE YIELD
18,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,AVERAGE YIELD,AVERAGE YIELD
21,AVERAGE YIELD,BELOW AVERAGE YIELD
22,GOOD YIELD,GOOD YIELD
23,AVERAGE YIELD,GOOD YIELD
24,GOOD YIELD,BELOW AVERAGE YIELD
25,GOOD YIELD,POOR YIELD
26,POOR YIELD,BELOW AVERAGE YIELD
27,POOR YIELD,BELOW AVERAGE YIELD
28,BELOW AVERAGE YIELD,AVERAGE YIELD
29,AVERAGE YIELD,GOOD YIELD
30,BELOW AVERAGE YIELD,AVERAGE YIELD
31,GOOD YIELD,GOOD YIELD
32,BELOW AVERAGE YIELD,GOOD YIELD
33,POOR YIELD,POOR YIELD
34,AVERAGE YIELD,GOOD YIELD
35,POOR YIELD,POOR YIELD
36,GOOD YIELD,AVERAGE YIELD
37,GOOD YIELD,GOOD YIELD
38,AVERAGE YIELD,GOOD YIELD
39,AVERAGE YIELD,BELOW AVERAGE YIELD
40,AVERAGE YIELD,GOOD YIELD
41,AVERAGE YIELD,BELOW AVERAGE YIELD
42,AVERAGE YIELD,GOOD YIELD
43,POOR YIELD,BELOW AVERAGE YIELD
44,GOOD YIELD,AVERAGE YIELD
45,GOOD YIELD,AVERAGE YIELD
46,BELOW AVERAGE YIELD,POOR YIELD
47,POOR YIELD,GOOD YIELD
48,BELOW AVERAGE YIELD,GOOD YIELD
49,AVERAGE YIELD,AVERAGE YIELD
50,AVERAGE YIELD,BELOW AVERAGE YIELD
51,GOOD YIELD,AVERAGE YIELD
52,POOR YIELD,BELOW AVERAGE YIELD
53,BELOW AVERAGE YIELD,AVERAGE YIELD
54,AVERAGE YIELD,GOOD YIELD
55,AVERAGE YIELD,GOOD YIELD
56,GOOD YIELD,GOOD YIELD
57,GOOD YIELD,AVERAGE YIELD
58,AVERAGE YIELD,BELOW AVERAGE YIELD
59,GOOD YIELD,BELOW AVERAGE YIELD
60,BELOW AVERAGE YIELD,GOOD YIELD
61,GOOD YIELD,GOOD YIELD
62,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
63,GOOD YIELD,GOOD YIELD
64,AVERAGE YIELD,GOOD YIELD
65,POOR YIELD,AVERAGE YIELD
66,POOR YIELD,POOR YIELD
67,AVERAGE YIELD,AVERAGE YIELD
68,GOOD YIELD,GOOD YIELD
69,AVERAGE YIELD,GOOD YIELD
70,AVERAGE YIELD,AVERAGE YIELD
71,GOOD YIELD,GOOD YIELD
72,BELOW AVERAGE YIELD,GOOD YIELD
73,GOOD YIELD,GOOD YIELD
74,POOR YIELD,POOR YIELD
75,GOOD YIELD,GOOD YIELD
76,POOR YIELD,BELOW AVERAGE YIELD
77,BELOW AVERAGE YIELD,GOOD YIELD
78,BELOW AVERAGE YIELD,GOOD YIELD
79,AVERAGE YIELD,AVERAGE YIELD
80,GOOD YIELD,GOOD YIELD
81,GOOD YIELD,GOOD YIELD
82,GOOD YIELD,GOOD YIELD
83,GOOD YIELD,GOOD YIELD
84,POOR YIELD,AVERAGE YIELD
85,BELOW AVERAGE YIELD,GOOD YIELD
86,GOOD YIELD,AVERAGE YIELD
87,POOR YIELD,AVERAGE YIELD
88,AVERAGE YIELD,GOOD YIELD
89,BELOW AVERAGE YIELD,GOOD YIELD
90,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
91,GOOD YIELD,GOOD YIELD
92,AVERAGE YIELD,BELOW AVERAGE YIELD
93,GOOD YIELD,GOOD YIELD
94,POOR YIELD,BELOW AVERAGE YIELD
95,AVERAGE YIELD,AVERAGE YIELD
96,AVERAGE YIELD,GOOD YIELD
97,BELOW AVERAGE YIELD,GOOD YIELD
98,GOOD YIELD,GOOD YIELD
99,BELOW AVERAGE YIELD,GOOD YIELD
100,GOOD YIELD,BELOW AVERAGE YIELD
101,BELOW AVERAGE YIELD,GOOD YIELD
102,POOR YIELD,GOOD YIELD
103,AVERAGE YIELD,GOOD YIELD
104,GOOD YIELD,POOR YIELD
105,AVERAGE YIELD,GOOD YIELD
106,GOOD YIELD,GOOD YIELD
107,POOR YIELD,BELOW AVERAGE YIELD
108,AVERAGE YIELD,GOOD YIELD
109,POOR YIELD,POOR YIELD
110,POOR YIELD,AVERAGE YIELD
111,POOR YIELD,GOOD YIELD
112,GOOD YIELD,AVERAGE YIELD
113,BELOW AVERAGE YIELD,AVERAGE YIELD
114,POOR YIELD,POOR YIELD
115,GOOD YIELD,AVERAGE YIELD
116,BELOW AVERAGE YIELD,AVERAGE YIELD
117,POOR YIELD,POOR YIELD
118,BELOW AVERAGE YIELD,GOOD YIELD
119,BELOW AVERAGE YIELD,AVERAGE YIELD
120,AVERAGE YIELD,AVERAGE YIELD
