,Yields,Predicted Yields
0,GOOD YIELD,BELOW AVERAGE YIELD
1,BELOW AVERAGE YIELD,AVERAGE YIELD
2,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
3,GOOD YIELD,AVERAGE YIELD
4,BELOW AVERAGE YIELD,AVERAGE YIELD
5,BELOW AVERAGE YIELD,GOOD YIELD
6,POOR YIELD,POOR YIELD
7,GOOD YIELD,BELOW AVERAGE YIELD
8,POOR YIELD,GOOD YIELD
9,AVERAGE YIELD,GOOD YIELD
10,POOR YIELD,GOOD YIELD
11,AVERAGE YIELD,AVERAGE YIELD
12,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
13,POOR YIELD,BELOW AVERAGE YIELD
14,AVERAGE YIELD,AVERAGE YIELD
15,GOOD YIELD,GOOD YIELD
16,BELOW AVERAGE YIELD,AVERAGE YIELD
17,POOR YIELD,AVERAGE YIELD
18,BELOW AVERAGE YIELD,AVERAGE YIELD
19,AVERAGE YIELD,BELOW AVERAGE YIELD
20,POOR YIELD,AVERAGE YIELD
21,POOR YIELD,POOR YIELD
22,POOR YIELD,POOR YIELD
23,POOR YIELD,AVERAGE YIELD
24,AVERAGE YIELD,AVERAGE YIELD
25,GOOD YIELD,GOOD YIELD
26,GOOD YIELD,GOOD YIELD
27,GOOD YIELD,GOOD YIELD
28,POOR YIELD,AVERAGE YIELD
29,POOR YIELD,AVERAGE YIELD
30,GOOD YIELD,AVERAGE YIELD
31,GOOD YIELD,AVERAGE YIELD
32,BELOW AVERAGE YIELD,POOR YIELD
33,AVERAGE YIELD,AVERAGE YIELD
34,GOOD YIELD,POOR YIELD
35,GOOD YIELD,GOOD YIELD
36,AVERAGE YIELD,GOOD YIELD
37,AVERAGE YIELD,AVERAGE YIELD
38,GOOD YIELD,GOOD YIELD
39,GOOD YIELD,GOOD YIELD
40,POOR YIELD,GOOD YIELD
41,GOOD YIELD,GOOD YIELD
42,GOOD YIELD,AVERAGE YIELD
43,POOR YIELD,POOR YIELD
44,BELOW AVERAGE YIELD,POOR YIELD
45,POOR YIELD,GOOD YIELD
46,GOOD YIELD,AVERAGE YIELD
47,GOOD YIELD,POOR YIELD
48,GOOD YIELD,GOOD YIELD
49,AVERAGE YIELD,AVERAGE YIELD
50,POOR YIELD,BELOW AVERAGE YIELD
51,AVERAGE YIELD,BELOW AVERAGE YIELD
52,POOR YIELD,POOR YIELD
53,AVERAGE YIELD,AVERAGE YIELD
54,POOR YIELD,GOOD YIELD
55,AVERAGE YIELD,AVERAGE YIELD
56,GOOD YIELD,GOOD YIELD
57,POOR YIELD,AVERAGE YIELD
58,BELOW AVERAGE YIELD,POOR YIELD
59,POOR YIELD,POOR YIELD
60,BELOW AVERAGE YIELD,AVERAGE YIELD
61,GOOD YIELD,GOOD YIELD
62,AVERAGE YIELD,GOOD YIELD
63,POOR YIELD,AVERAGE YIELD
64,POOR YIELD,POOR YIELD
65,BELOW AVERAGE YIELD,GOOD YIELD
66,POOR YIELD,POOR YIELD
67,POOR YIELD,AVERAGE YIELD
68,GOOD YIELD,AVERAGE YIELD
69,POOR YIELD,BELOW AVERAGE YIELD
70,GOOD YIELD,BELOW AVERAGE YIELD
71,GOOD YIELD,GOOD YIELD
72,GOOD YIELD,GOOD YIELD
73,GOOD YIELD,GOOD YIELD
74,POOR YIELD,AVERAGE YIELD
75,GOOD YIELD,POOR YIELD
76,AVERAGE YIELD,BELOW AVERAGE YIELD
77,AVERAGE YIELD,GOOD YIELD
78,AVERAGE YIELD,AVERAGE YIELD
79,GOOD YIELD,POOR YIELD
80,BELOW AVERAGE YIELD,GOOD YIELD
81,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
82,BELOW AVERAGE YIELD,POOR YIELD
83,GOOD YIELD,GOOD YIELD
84,GOOD YIELD,GOOD YIELD
85,BELOW AVERAGE YIELD,GOOD YIELD
86,GOOD YIELD,GOOD YIELD
87,GOOD YIELD,GOOD YIELD
88,AVERAGE YIELD,GOOD YIELD
89,BELOW AVERAGE YIELD,AVERAGE YIELD
90,POOR YIELD,BELOW AVERAGE YIELD
91,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
92,GOOD YIELD,AVERAGE YIELD
93,AVERAGE YIELD,GOOD YIELD
94,AVERAGE YIELD,BELOW AVERAGE YIELD
95,AVERAGE YIELD,AVERAGE YIELD
96,GOOD YIELD,BELOW AVERAGE YIELD
97,POOR YIELD,POOR YIELD
98,POOR YIELD,AVERAGE YIELD
99,AVERAGE YIELD,AVERAGE YIELD
100,GOOD YIELD,GOOD YIELD
101,AVERAGE YIELD,POOR YIELD
102,GOOD YIELD,AVERAGE YIELD
103,BELOW AVERAGE YIELD,GOOD YIELD
104,AVERAGE YIELD,AVERAGE YIELD
105,GOOD YIELD,GOOD YIELD
106,GOOD YIELD,GOOD YIELD
