,Yields,Predicted Yields
0,AVERAGE YIELD,GOOD YIELD
1,GOOD YIELD,GOOD YIELD
2,GOOD YIELD,AVERAGE YIELD
3,AVERAGE YIELD,GOOD YIELD
4,BELOW AVERAGE YIELD,POOR YIELD
5,GOOD YIELD,AVERAGE YIELD
6,AVERAGE YIELD,AVERAGE YIELD
7,BELOW AVERAGE YIELD,AVERAGE YIELD
8,GOOD YIELD,GOOD YIELD
9,GOOD YIELD,GOOD YIELD
10,BELOW AVERAGE YIELD,AVERAGE YIELD
11,GOOD YIELD,GOOD YIELD
12,POOR YIELD,GOOD YIELD
13,AVERAGE YIELD,BELOW AVERAGE YIELD
14,GOOD YIELD,GOOD YIELD
15,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
16,GOOD YIELD,GOOD YIELD
17,GOOD YIELD,AVERAGE YIELD
18,GOOD YIELD,GOOD YIELD
19,AVERAGE YIELD,GOOD YIELD
20,AVERAGE YIELD,GOOD YIELD
21,AVERAGE YIELD,GOOD YIELD
22,AVERAGE YIELD,BELOW AVERAGE YIELD
23,AVERAGE YIELD,BELOW AVERAGE YIELD
24,AVERAGE YIELD,AVERAGE YIELD
25,GOOD YIELD,AVERAGE YIELD
26,GOOD YIELD,GOOD YIELD
27,BELOW AVERAGE YIELD,GOOD YIELD
28,GOOD YIELD,GOOD YIELD
29,GOOD YIELD,GOOD YIELD
30,BELOW AVERAGE YIELD,GOOD YIELD
31,GOOD YIELD,GOOD YIELD
32,GOOD YIELD,GOOD YIELD
33,GOOD YIELD,AVERAGE YIELD
34,POOR YIELD,GOOD YIELD
35,AVERAGE YIELD,POOR YIELD
36,GOOD YIELD,POOR YIELD
37,GOOD YIELD,GOOD YIELD
38,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
39,POOR YIELD,POOR YIELD
40,AVERAGE YIELD,AVERAGE YIELD
41,AVERAGE YIELD,AVERAGE YIELD
42,GOOD YIELD,GOOD YIELD
43,AVERAGE YIELD,AVERAGE YIELD
44,GOOD YIELD,AVERAGE YIELD
45,GOOD YIELD,GOOD YIELD
46,POOR YIELD,AVERAGE YIELD
47,AVERAGE YIELD,AVERAGE YIELD
48,GOOD YIELD,AVERAGE YIELD
49,POOR YIELD,POOR YIELD
50,AVERAGE YIELD,GOOD YIELD
51,POOR YIELD,AVERAGE YIELD
52,BELOW AVERAGE YIELD,AVERAGE YIELD
53,GOOD YIELD,POOR YIELD
54,POOR YIELD,BELOW AVERAGE YIELD
55,POOR YIELD,GOOD YIELD
56,AVERAGE YIELD,GOOD YIELD
57,GOOD YIELD,BELOW AVERAGE YIELD
58,BELOW AVERAGE YIELD,POOR YIELD
59,POOR YIELD,GOOD YIELD
60,GOOD YIELD,GOOD YIELD
61,POOR YIELD,POOR YIELD
62,GOOD YIELD,GOOD YIELD
63,GOOD YIELD,AVERAGE YIELD
64,BELOW AVERAGE YIELD,GOOD YIELD
65,BELOW AVERAGE YIELD,POOR YIELD
66,BELOW AVERAGE YIELD,AVERAGE YIELD
67,POOR YIELD,POOR YIELD
68,BELOW AVERAGE YIELD,GOOD YIELD
69,POOR YIELD,GOOD YIELD
70,GOOD YIELD,GOOD YIELD
71,POOR YIELD,BELOW AVERAGE YIELD
72,BELOW AVERAGE YIELD,GOOD YIELD
73,POOR YIELD,GOOD YIELD
74,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
75,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
76,BELOW AVERAGE YIELD,GOOD YIELD
77,GOOD YIELD,GOOD YIELD
78,POOR YIELD,GOOD YIELD
79,GOOD YIELD,BELOW AVERAGE YIELD
80,GOOD YIELD,GOOD YIELD
81,POOR YIELD,AVERAGE YIELD
82,AVERAGE YIELD,BELOW AVERAGE YIELD
83,GOOD YIELD,GOOD YIELD
84,AVERAGE YIELD,AVERAGE YIELD
85,AVERAGE YIELD,AVERAGE YIELD
86,BELOW AVERAGE YIELD,AVERAGE YIELD
87,GOOD YIELD,GOOD YIELD
