,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,POOR YIELD,POOR YIELD
2,BELOW AVERAGE YIELD,AVERAGE YIELD
3,BELOW AVERAGE YIELD,GOOD YIELD
4,GOOD YIELD,GOOD YIELD
5,GOOD YIELD,AVERAGE YIELD
6,AVERAGE YIELD,AVERAGE YIELD
7,AVERAGE YIELD,GOOD YIELD
8,BELOW AVERAGE YIELD,AVERAGE YIELD
9,AVERAGE YIELD,BELOW AVERAGE YIELD
10,GOOD YIELD,AVERAGE YIELD
11,GOOD YIELD,GOOD YIELD
12,POOR YIELD,POOR YIELD
13,BELOW AVERAGE YIELD,AVERAGE YIELD
14,POOR YIELD,GOOD YIELD
15,GOOD YIELD,GOOD YIELD
16,GOOD YIELD,GOOD YIELD
17,BELOW AVERAGE YIELD,AVERAGE YIELD
18,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,GOOD YIELD,GOOD YIELD
21,AVERAGE YIELD,AVERAGE YIELD
22,GOOD YIELD,GOOD YIELD
23,BELOW AVERAGE YIELD,POOR YIELD
24,AVERAGE YIELD,AVERAGE YIELD
25,BELOW AVERAGE YIELD,AVERAGE YIELD
26,GOOD YIELD,GOOD YIELD
27,GOOD YIELD,GOOD YIELD
28,GOOD YIELD,GOOD YIELD
29,GOOD YIELD,BELOW AVERAGE YIELD
30,POOR YIELD,POOR YIELD
31,AVERAGE YIELD,AVERAGE YIELD
32,GOOD YIELD,GOOD YIELD
33,GOOD YIELD,GOOD YIELD
34,AVERAGE YIELD,AVERAGE YIELD
35,POOR YIELD,BELOW AVERAGE YIELD
36,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
37,AVERAGE YIELD,GOOD YIELD
38,POOR YIELD,GOOD YIELD
39,POOR YIELD,POOR YIELD
40,AVERAGE YIELD,BELOW AVERAGE YIELD
41,POOR YIELD,BELOW AVERAGE YIELD
42,POOR YIELD,POOR YIELD
43,BELOW AVERAGE YIELD,GOOD YIELD
44,POOR YIELD,POOR YIELD
45,BELOW AVERAGE YIELD,AVERAGE YIELD
46,POOR YIELD,GOOD YIELD
47,POOR YIELD,POOR YIELD
48,BELOW AVERAGE YIELD,AVERAGE YIELD
49,GOOD YIELD,GOOD YIELD
50,BELOW AVERAGE YIELD,AVERAGE YIELD
51,BELOW AVERAGE YIELD,GOOD YIELD
52,BELOW AVERAGE YIELD,AVERAGE YIELD
53,GOOD YIELD,POOR YIELD
54,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
55,BELOW AVERAGE YIELD,POOR YIELD
56,AVERAGE YIELD,AVERAGE YIELD
57,POOR YIELD,POOR YIELD
58,GOOD YIELD,GOOD YIELD
59,GOOD YIELD,GOOD YIELD
60,GOOD YIELD,POOR YIELD
61,GOOD YIELD,AVERAGE YIELD
62,GOOD YIELD,GOOD YIELD
63,POOR YIELD,AVERAGE YIELD
64,POOR YIELD,AVERAGE YIELD
65,POOR YIELD,AVERAGE YIELD
66,POOR YIELD,POOR YIELD
67,POOR YIELD,POOR YIELD
68,AVERAGE YIELD,AVERAGE YIELD
69,POOR YIELD,AVERAGE YIELD
70,POOR YIELD,BELOW AVERAGE YIELD
71,POOR YIELD,POOR YIELD
72,BELOW AVERAGE YIELD,POOR YIELD
73,POOR YIELD,POOR YIELD
74,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
75,POOR YIELD,BELOW AVERAGE YIELD
76,GOOD YIELD,BELOW AVERAGE YIELD
77,BELOW AVERAGE YIELD,AVERAGE YIELD
78,BELOW AVERAGE YIELD,POOR YIELD
79,AVERAGE YIELD,GOOD YIELD
80,AVERAGE YIELD,BELOW AVERAGE YIELD
81,GOOD YIELD,GOOD YIELD
82,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
83,POOR YIELD,POOR YIELD
84,AVERAGE YIELD,GOOD YIELD
85,POOR YIELD,POOR YIELD
86,GOOD YIELD,GOOD YIELD
87,AVERAGE YIELD,AVERAGE YIELD
88,AVERAGE YIELD,GOOD YIELD
89,POOR YIELD,POOR YIELD
90,AVERAGE YIELD,GOOD YIELD
91,GOOD YIELD,GOOD YIELD
92,POOR YIELD,BELOW AVERAGE YIELD
93,POOR YIELD,POOR YIELD
94,AVERAGE YIELD,AVERAGE YIELD
95,BELOW AVERAGE YIELD,GOOD YIELD
96,POOR YIELD,AVERAGE YIELD
97,GOOD YIELD,GOOD YIELD
98,GOOD YIELD,GOOD YIELD
99,POOR YIELD,AVERAGE YIELD
100,POOR YIELD,POOR YIELD
101,AVERAGE YIELD,AVERAGE YIELD
102,GOOD YIELD,GOOD YIELD
103,BELOW AVERAGE YIELD,POOR YIELD
104,GOOD YIELD,GOOD YIELD
105,GOOD YIELD,GOOD YIELD
106,BELOW AVERAGE YIELD,AVERAGE YIELD
107,BELOW AVERAGE YIELD,AVERAGE YIELD
108,GOOD YIELD,GOOD YIELD
109,GOOD YIELD,GOOD YIELD
110,BELOW AVERAGE YIELD,AVERAGE YIELD
111,GOOD YIELD,GOOD YIELD
112,AVERAGE YIELD,GOOD YIELD
113,AVERAGE YIELD,GOOD YIELD
114,POOR YIELD,GOOD YIELD
115,POOR YIELD,AVERAGE YIELD
116,POOR YIELD,AVERAGE YIELD
117,GOOD YIELD,GOOD YIELD
118,POOR YIELD,POOR YIELD
119,GOOD YIELD,AVERAGE YIELD
120,GOOD YIELD,AVERAGE YIELD
121,AVERAGE YIELD,AVERAGE YIELD
122,POOR YIELD,AVERAGE YIELD
123,GOOD YIELD,GOOD YIELD
124,GOOD YIELD,AVERAGE YIELD
125,GOOD YIELD,GOOD YIELD
126,BELOW AVERAGE YIELD,GOOD YIELD
127,POOR YIELD,BELOW AVERAGE YIELD
128,AVERAGE YIELD,AVERAGE YIELD
129,AVERAGE YIELD,GOOD YIELD
130,POOR YIELD,GOOD YIELD
131,BELOW AVERAGE YIELD,POOR YIELD
132,GOOD YIELD,GOOD YIELD
133,GOOD YIELD,GOOD YIELD
134,AVERAGE YIELD,AVERAGE YIELD
135,AVERAGE YIELD,GOOD YIELD
136,GOOD YIELD,GOOD YIELD
137,POOR YIELD,POOR YIELD
138,GOOD YIELD,GOOD YIELD
139,BELOW AVERAGE YIELD,AVERAGE YIELD
140,AVERAGE YIELD,GOOD YIELD
