,Yields,Predicted Yields
0,GOOD YIELD,GOOD YIELD
1,POOR YIELD,POOR YIELD
2,GOOD YIELD,GOOD YIELD
3,POOR YIELD,POOR YIELD
4,AVERAGE YIELD,BELOW AVERAGE YIELD
5,BELOW AVERAGE YIELD,GOOD YIELD
6,GOOD YIELD,GOOD YIELD
7,POOR YIELD,AVERAGE YIELD
8,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
9,POOR YIELD,POOR YIELD
10,AVERAGE YIELD,AVERAGE YIELD
11,GOOD YIELD,GOOD YIELD
12,AVERAGE YIELD,POOR YIELD
13,GOOD YIELD,GOOD YIELD
14,BELOW AVERAGE YIELD,AVERAGE YIELD
15,AVERAGE YIELD,GOOD YIELD
16,BELOW AVERAGE YIELD,GOOD YIELD
17,POOR YIELD,GOOD YIELD
18,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,AVERAGE YIELD,GOOD YIELD
21,AVERAGE YIELD,AVERAGE YIELD
22,GOOD YIELD,GOOD YIELD
23,AVERAGE YIELD,GOOD YIELD
24,GOOD YIELD,GOOD YIELD
25,GOOD YIELD,GOOD YIELD
26,POOR YIELD,POOR YIELD
27,POOR YIELD,BELOW AVERAGE YIELD
28,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
29,AVERAGE YIELD,POOR YIELD
30,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
31,GOOD YIELD,GOOD YIELD
32,BELOW AVERAGE YIELD,AVERAGE YIELD
33,POOR YIELD,BELOW AVERAGE YIELD
34,AVERAGE YIELD,GOOD YIELD
35,POOR YIELD,POOR YIELD
36,GOOD YIELD,GOOD YIELD
37,GOOD YIELD,GOOD YIELD
38,AVERAGE YIELD,GOOD YIELD
39,AVERAGE YIELD,BELOW AVERAGE YIELD
40,AVERAGE YIELD,GOOD YIELD
41,AVERAGE YIELD,GOOD YIELD
42,AVERAGE YIELD,POOR YIELD
43,POOR YIELD,POOR YIELD
44,GOOD YIELD,GOOD YIELD
45,GOOD YIELD,BELOW AVERAGE YIELD
46,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
47,POOR YIELD,GOOD YIELD
48,BELOW AVERAGE YIELD,AVERAGE YIELD
49,AVERAGE YIELD,AVERAGE YIELD
50,AVERAGE YIELD,AVERAGE YIELD
51,GOOD YIELD,GOOD YIELD
52,POOR YIELD,POOR YIELD
53,BELOW AVERAGE YIELD,POOR YIELD
54,AVERAGE YIELD,BELOW AVERAGE YIELD
55,AVERAGE YIELD,GOOD YIELD
56,GOOD YIELD,GOOD YIELD
57,GOOD YIELD,GOOD YIELD
58,AVERAGE YIELD,BELOW AVERAGE YIELD
59,GOOD YIELD,GOOD YIELD
60,BELOW AVERAGE YIELD,GOOD YIELD
61,GOOD YIELD,AVERAGE YIELD
62,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
63,GOOD YIELD,GOOD YIELD
64,AVERAGE YIELD,GOOD YIELD
65,POOR YIELD,BELOW AVERAGE YIELD
66,POOR YIELD,POOR YIELD
67,AVERAGE YIELD,POOR YIELD
68,GOOD YIELD,GOOD YIELD
69,AVERAGE YIELD,GOOD YIELD
70,AVERAGE YIELD,GOOD YIELD
71,GOOD YIELD,GOOD YIELD
72,BELOW AVERAGE YIELD,GOOD YIELD
73,GOOD YIELD,GOOD YIELD
74,POOR YIELD,POOR YIELD
75,GOOD YIELD,GOOD YIELD
76,POOR YIELD,BELOW AVERAGE YIELD
77,BELOW AVERAGE YIELD,GOOD YIELD
78,BELOW AVERAGE YIELD,POOR YIELD
79,AVERAGE YIELD,AVERAGE YIELD
80,GOOD YIELD,GOOD YIELD
81,GOOD YIELD,GOOD YIELD
82,GOOD YIELD,BELOW AVERAGE YIELD
83,GOOD YIELD,GOOD YIELD
84,POOR YIELD,BELOW AVERAGE YIELD
85,BELOW AVERAGE YIELD,GOOD YIELD
86,GOOD YIELD,GOOD YIELD
87,POOR YIELD,AVERAGE YIELD
88,AVERAGE YIELD,AVERAGE YIELD
89,BELOW AVERAGE YIELD,GOOD YIELD
90,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
91,GOOD YIELD,GOOD YIELD
92,AVERAGE YIELD,BELOW AVERAGE YIELD
93,GOOD YIELD,GOOD YIELD
94,POOR YIELD,POOR YIELD
95,AVERAGE YIELD,BELOW AVERAGE YIELD
96,AVERAGE YIELD,GOOD YIELD
97,BELOW AVERAGE YIELD,AVERAGE YIELD
98,GOOD YIELD,POOR YIELD
99,BELOW AVERAGE YIELD,GOOD YIELD
100,GOOD YIELD,GOOD YIELD
101,BELOW AVERAGE YIELD,POOR YIELD
102,POOR YIELD,GOOD YIELD
103,AVERAGE YIELD,GOOD YIELD
104,GOOD YIELD,AVERAGE YIELD
105,AVERAGE YIELD,BELOW AVERAGE YIELD
106,GOOD YIELD,GOOD YIELD
107,POOR YIELD,POOR YIELD
108,AVERAGE YIELD,GOOD YIELD
109,POOR YIELD,GOOD YIELD
110,POOR YIELD,GOOD YIELD
111,POOR YIELD,GOOD YIELD
112,GOOD YIELD,AVERAGE YIELD
113,BELOW AVERAGE YIELD,AVERAGE YIELD
114,POOR YIELD,POOR YIELD
115,GOOD YIELD,GOOD YIELD
116,BELOW AVERAGE YIELD,AVERAGE YIELD
117,POOR YIELD,POOR YIELD
118,BELOW AVERAGE YIELD,GOOD YIELD
119,BELOW AVERAGE YIELD,GOOD YIELD
120,AVERAGE YIELD,AVERAGE YIELD
121,GOOD YIELD,GOOD YIELD
122,BELOW AVERAGE YIELD,AVERAGE YIELD
123,AVERAGE YIELD,BELOW AVERAGE YIELD
124,BELOW AVERAGE YIELD,AVERAGE YIELD
125,GOOD YIELD,GOOD YIELD
126,GOOD YIELD,GOOD YIELD
127,GOOD YIELD,GOOD YIELD
128,GOOD YIELD,GOOD YIELD
129,AVERAGE YIELD,GOOD YIELD
130,GOOD YIELD,GOOD YIELD
131,POOR YIELD,POOR YIELD
132,AVERAGE YIELD,GOOD YIELD
133,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
134,POOR YIELD,GOOD YIELD
135,POOR YIELD,AVERAGE YIELD
136,GOOD YIELD,AVERAGE YIELD
137,AVERAGE YIELD,GOOD YIELD
138,AVERAGE YIELD,AVERAGE YIELD
