,Yields,Predicted Yields
0,GOOD YIELD,BELOW AVERAGE YIELD
1,GOOD YIELD,GOOD YIELD
2,POOR YIELD,BELOW AVERAGE YIELD
3,BELOW AVERAGE YIELD,GOOD YIELD
4,POOR YIELD,GOOD YIELD
5,GOOD YIELD,BELOW AVERAGE YIELD
6,AVERAGE YIELD,GOOD YIELD
7,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
8,POOR YIELD,POOR YIELD
9,AVERAGE YIELD,BELOW AVERAGE YIELD
10,POOR YIELD,AVERAGE YIELD
11,AVERAGE YIELD,AVERAGE YIELD
12,GOOD YIELD,GOOD YIELD
13,GOOD YIELD,AVERAGE YIELD
14,GOOD YIELD,GOOD YIELD
15,GOOD YIELD,AVERAGE YIELD
16,POOR YIELD,AVERAGE YIELD
17,GOOD YIELD,GOOD YIELD
18,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
19,GOOD YIELD,GOOD YIELD
20,GOOD YIELD,GOOD YIELD
21,BELOW AVERAGE YIELD,AVERAGE YIELD
22,GOOD YIELD,AVERAGE YIELD
23,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
24,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
25,GOOD YIELD,GOOD YIELD
26,GOOD YIELD,GOOD YIELD
27,AVERAGE YIELD,POOR YIELD
28,POOR YIELD,BELOW AVERAGE YIELD
29,POOR YIELD,GOOD YIELD
30,GOOD YIELD,GOOD YIELD
31,GOOD YIELD,GOOD YIELD
32,GOOD YIELD,GOOD YIELD
33,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
34,AVERAGE YIELD,GOOD YIELD
35,POOR YIELD,POOR YIELD
36,AVERAGE YIELD,AVERAGE YIELD
37,GOOD YIELD,AVERAGE YIELD
38,AVERAGE YIELD,GOOD YIELD
39,AVERAGE YIELD,AVERAGE YIELD
40,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
41,GOOD YIELD,GOOD YIELD
42,AVERAGE YIELD,GOOD YIELD
43,POOR YIELD,POOR YIELD
44,POOR YIELD,POOR YIELD
45,AVERAGE YIELD,AVERAGE YIELD
46,POOR YIELD,BELOW AVERAGE YIELD
47,POOR YIELD,BELOW AVERAGE YIELD
48,BELOW AVERAGE YIELD,AVERAGE YIELD
49,AVERAGE YIELD,GOOD YIELD
50,AVERAGE YIELD,BELOW AVERAGE YIELD
51,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
52,AVERAGE YIELD,AVERAGE YIELD
53,BELOW AVERAGE YIELD,GOOD YIELD
54,POOR YIELD,GOOD YIELD
55,GOOD YIELD,GOOD YIELD
56,AVERAGE YIELD,GOOD YIELD
57,GOOD YIELD,GOOD YIELD
58,GOOD YIELD,POOR YIELD
59,POOR YIELD,BELOW AVERAGE YIELD
60,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
61,BELOW AVERAGE YIELD,POOR YIELD
62,AVERAGE YIELD,GOOD YIELD
63,GOOD YIELD,GOOD YIELD
64,GOOD YIELD,GOOD YIELD
65,GOOD YIELD,GOOD YIELD
66,POOR YIELD,BELOW AVERAGE YIELD
67,POOR YIELD,POOR YIELD
68,BELOW AVERAGE YIELD,GOOD YIELD
69,AVERAGE YIELD,POOR YIELD
70,POOR YIELD,POOR YIELD
71,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
72,GOOD YIELD,GOOD YIELD
73,POOR YIELD,GOOD YIELD
74,AVERAGE YIELD,GOOD YIELD
75,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
76,POOR YIELD,BELOW AVERAGE YIELD
77,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
78,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
79,POOR YIELD,GOOD YIELD
80,AVERAGE YIELD,GOOD YIELD
81,POOR YIELD,GOOD YIELD
82,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
83,GOOD YIELD,POOR YIELD
84,POOR YIELD,BELOW AVERAGE YIELD
85,BELOW AVERAGE YIELD,POOR YIELD
86,BELOW AVERAGE YIELD,POOR YIELD
87,AVERAGE YIELD,AVERAGE YIELD
88,AVERAGE YIELD,AVERAGE YIELD
89,GOOD YIELD,GOOD YIELD
90,GOOD YIELD,GOOD YIELD
91,BELOW AVERAGE YIELD,POOR YIELD
92,GOOD YIELD,GOOD YIELD
93,AVERAGE YIELD,GOOD YIELD
94,GOOD YIELD,GOOD YIELD
95,GOOD YIELD,GOOD YIELD
96,POOR YIELD,POOR YIELD
97,BELOW AVERAGE YIELD,POOR YIELD
98,GOOD YIELD,AVERAGE YIELD
99,GOOD YIELD,POOR YIELD
100,AVERAGE YIELD,BELOW AVERAGE YIELD
101,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
102,POOR YIELD,POOR YIELD
103,AVERAGE YIELD,GOOD YIELD
104,POOR YIELD,BELOW AVERAGE YIELD
105,GOOD YIELD,GOOD YIELD
106,POOR YIELD,POOR YIELD
107,AVERAGE YIELD,POOR YIELD
108,GOOD YIELD,GOOD YIELD
109,POOR YIELD,POOR YIELD
110,GOOD YIELD,GOOD YIELD
111,POOR YIELD,GOOD YIELD
112,GOOD YIELD,GOOD YIELD
113,AVERAGE YIELD,POOR YIELD
114,AVERAGE YIELD,BELOW AVERAGE YIELD
115,AVERAGE YIELD,GOOD YIELD
116,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
117,BELOW AVERAGE YIELD,POOR YIELD
118,GOOD YIELD,GOOD YIELD
119,GOOD YIELD,GOOD YIELD
120,GOOD YIELD,GOOD YIELD
121,POOR YIELD,BELOW AVERAGE YIELD
122,AVERAGE YIELD,AVERAGE YIELD
123,POOR YIELD,GOOD YIELD
124,AVERAGE YIELD,GOOD YIELD
125,GOOD YIELD,GOOD YIELD
126,GOOD YIELD,AVERAGE YIELD
127,GOOD YIELD,AVERAGE YIELD
128,AVERAGE YIELD,GOOD YIELD
129,POOR YIELD,BELOW AVERAGE YIELD
130,POOR YIELD,AVERAGE YIELD
131,POOR YIELD,POOR YIELD
132,GOOD YIELD,GOOD YIELD
133,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
134,AVERAGE YIELD,BELOW AVERAGE YIELD
135,GOOD YIELD,GOOD YIELD
136,POOR YIELD,AVERAGE YIELD
137,BELOW AVERAGE YIELD,AVERAGE YIELD
138,BELOW AVERAGE YIELD,POOR YIELD
139,POOR YIELD,POOR YIELD
140,BELOW AVERAGE YIELD,GOOD YIELD
141,GOOD YIELD,GOOD YIELD
142,BELOW AVERAGE YIELD,GOOD YIELD
143,POOR YIELD,GOOD YIELD
144,POOR YIELD,POOR YIELD
145,GOOD YIELD,GOOD YIELD
146,BELOW AVERAGE YIELD,GOOD YIELD
