,Yields,Predicted Yields
0,AVERAGE YIELD,AVERAGE YIELD
1,GOOD YIELD,GOOD YIELD
2,AVERAGE YIELD,AVERAGE YIELD
3,AVERAGE YIELD,BELOW AVERAGE YIELD
4,AVERAGE YIELD,GOOD YIELD
5,GOOD YIELD,GOOD YIELD
6,GOOD YIELD,GOOD YIELD
7,POOR YIELD,POOR YIELD
8,GOOD YIELD,GOOD YIELD
9,GOOD YIELD,BELOW AVERAGE YIELD
10,GOOD YIELD,GOOD YIELD
11,POOR YIELD,POOR YIELD
12,AVERAGE YIELD,GOOD YIELD
13,BELOW AVERAGE YIELD,GOOD YIELD
14,BELOW AVERAGE YIELD,GOOD YIELD
15,POOR YIELD,POOR YIELD
16,AVERAGE YIELD,AVERAGE YIELD
17,AVERAGE YIELD,AVERAGE YIELD
18,AVERAGE YIELD,GOOD YIELD
19,AVERAGE YIELD,BELOW AVERAGE YIELD
20,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
21,AVERAGE YIELD,BELOW AVERAGE YIELD
22,AVERAGE YIELD,BELOW AVERAGE YIELD
23,BELOW AVERAGE YIELD,GOOD YIELD
24,BELOW AVERAGE YIELD,GOOD YIELD
25,POOR YIELD,POOR YIELD
26,POOR YIELD,POOR YIELD
27,POOR YIELD,GOOD YIELD
28,GOOD YIELD,AVERAGE YIELD
29,POOR YIELD,AVERAGE YIELD
30,BELOW AVERAGE YIELD,GOOD YIELD
31,GOOD YIELD,GOOD YIELD
32,POOR YIELD,POOR YIELD
33,GOOD YIELD,GOOD YIELD
34,AVERAGE YIELD,AVERAGE YIELD
35,BELOW AVERAGE YIELD,POOR YIELD
36,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
37,GOOD YIELD,GOOD YIELD
38,GOOD YIELD,GOOD YIELD
39,BELOW AVERAGE YIELD,AVERAGE YIELD
40,POOR YIELD,POOR YIELD
41,AVERAGE YIELD,POOR YIELD
42,POOR YIELD,GOOD YIELD
43,GOOD YIELD,GOOD YIELD
44,GOOD YIELD,GOOD YIELD
45,GOOD YIELD,BELOW AVERAGE YIELD
46,POOR YIELD,POOR YIELD
47,AVERAGE YIELD,BELOW AVERAGE YIELD
48,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
49,GOOD YIELD,BELOW AVERAGE YIELD
50,GOOD YIELD,GOOD YIELD
51,AVERAGE YIELD,GOOD YIELD
52,GOOD YIELD,GOOD YIELD
53,POOR YIELD,AVERAGE YIELD
54,POOR YIELD,AVERAGE YIELD
55,AVERAGE YIELD,AVERAGE YIELD
56,GOOD YIELD,AVERAGE YIELD
57,BELOW AVERAGE YIELD,AVERAGE YIELD
58,POOR YIELD,GOOD YIELD
59,POOR YIELD,GOOD YIELD
60,GOOD YIELD,GOOD YIELD
61,AVERAGE YIELD,GOOD YIELD
62,GOOD YIELD,AVERAGE YIELD
63,GOOD YIELD,GOOD YIELD
64,AVERAGE YIELD,BELOW AVERAGE YIELD
65,GOOD YIELD,AVERAGE YIELD
66,AVERAGE YIELD,AVERAGE YIELD
67,POOR YIELD,AVERAGE YIELD
68,AVERAGE YIELD,GOOD YIELD
69,GOOD YIELD,GOOD YIELD
70,BELOW AVERAGE YIELD,GOOD YIELD
71,GOOD YIELD,GOOD YIELD
72,GOOD YIELD,GOOD YIELD
73,GOOD YIELD,GOOD YIELD
74,GOOD YIELD,AVERAGE YIELD
75,POOR YIELD,POOR YIELD
76,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
77,BELOW AVERAGE YIELD,AVERAGE YIELD
78,AVERAGE YIELD,BELOW AVERAGE YIELD
79,AVERAGE YIELD,GOOD YIELD
80,POOR YIELD,BELOW AVERAGE YIELD
81,BELOW AVERAGE YIELD,AVERAGE YIELD
82,GOOD YIELD,GOOD YIELD
83,BELOW AVERAGE YIELD,POOR YIELD
84,AVERAGE YIELD,BELOW AVERAGE YIELD
85,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
86,GOOD YIELD,GOOD YIELD
87,GOOD YIELD,AVERAGE YIELD
88,AVERAGE YIELD,GOOD YIELD
89,GOOD YIELD,GOOD YIELD
90,BELOW AVERAGE YIELD,POOR YIELD
91,AVERAGE YIELD,GOOD YIELD
92,BELOW AVERAGE YIELD,AVERAGE YIELD
93,GOOD YIELD,AVERAGE YIELD
94,GOOD YIELD,GOOD YIELD
95,POOR YIELD,POOR YIELD
96,AVERAGE YIELD,BELOW AVERAGE YIELD
97,GOOD YIELD,GOOD YIELD
98,POOR YIELD,POOR YIELD
99,GOOD YIELD,AVERAGE YIELD
100,BELOW AVERAGE YIELD,GOOD YIELD
101,POOR YIELD,AVERAGE YIELD
102,GOOD YIELD,AVERAGE YIELD
103,AVERAGE YIELD,BELOW AVERAGE YIELD
104,AVERAGE YIELD,GOOD YIELD
105,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
106,AVERAGE YIELD,AVERAGE YIELD
107,BELOW AVERAGE YIELD,GOOD YIELD
108,POOR YIELD,AVERAGE YIELD
109,BELOW AVERAGE YIELD,AVERAGE YIELD
110,AVERAGE YIELD,GOOD YIELD
111,GOOD YIELD,GOOD YIELD
112,GOOD YIELD,GOOD YIELD
113,GOOD YIELD,GOOD YIELD
