,Yields,Predicted Yields
0,54.0,58.06935606060606
1,43.0,44.40339723022076
2,48.0,32.52609030771019
3,95.0,56.16547879550117
4,1.0,71.98362336639968
5,80.0,67.19429473304473
6,1.0,49.274504467754475
7,5.0,35.043010655326704
8,65.0,75.03
9,0.0,53.18231617930574
10,15.0,32.38522465034965
11,42.0,68.91629806304805
12,83.0,56.251418650793646
13,70.0,58.828315170940165
14,77.0,37.44342351525324
15,1.0,37.44342351525324
16,38.0,34.67178240560198
17,50.0,39.269749542124536
18,43.0,53.45
19,81.0,57.64076923076923
20,10.0,35.058140935045344
21,10.0,10.720258838383838
22,50.0,38.37767233865617
23,1.0,11.558499999999999
24,29.0,33.046652129591074
25,40.0,25.22231658193888
26,49.0,65.74
27,60.0,43.897982142857146
28,41.0,53.953927561001095
29,1.0,34.4493494977245
30,72.0,60.6218865995116
31,60.0,71.98362336639968
32,36.0,53.953927561001095
33,0.0,4.983888888888889
34,1.0,48.711282453227895
35,1.0,71.98362336639968
36,83.0,59.057569136745606
37,0.0,9.682934065934067
38,76.0,48.2451776466997
39,1.0,33.847092352092346
40,86.0,81.66747222222224
41,1.0,23.881000000000004
42,1.0,26.17417937617937
43,0.0,28.75183061044264
44,0.0,70.94678571428571
45,99.0,53.18231617930574
46,69.0,78.25057539682538
47,75.0,71.98362336639968
48,82.0,59.7318865995116
49,67.0,38.37767233865617
50,1.0,53.18231617930574
51,1.0,56.45805301599846
52,0.0,11.059611616883288
53,45.0,63.942125
54,0.0,72.63034557109557
55,50.0,44.19714597902098
56,58.0,56.16547879550117
57,49.0,48.50991620879121
58,38.0,23.660417582417587
59,72.0,64.88808008658009
60,0.0,15.316899267399267
61,31.0,37.44342351525324
62,0.0,32.35916666666665
63,67.0,56.16547879550117
64,66.0,68.61625
65,71.0,64.81335317520644
66,92.0,37.44342351525324
67,44.0,63.4730753968254
68,1.0,37.44342351525324
69,70.0,75.66565873015873
70,66.0,50.956773778509074
71,18.0,47.22077500767207
72,84.0,72.07681774761187
73,49.0,53.953927561001095
74,23.0,45.906842938494265
75,34.0,29.43791763791764
76,1.0,56.16547879550117
77,77.0,58.68417342159831
78,64.0,76.15865873015873
79,0.0,25.22231658193888
80,45.0,34.61580493709114
81,46.0,35.043010655326704
82,82.0,53.953927561001095
83,83.0,58.68417342159831
84,91.0,74.01818181818182
85,73.0,75.47125757575758
86,91.0,74.258
87,1.0,23.660417582417587
88,99.0,70.92425974025973
89,63.0,73.22
90,82.0,71.98362336639968
91,1.0,53.953927561001095
92,18.0,27.209333333333333
93,89.0,70.05244047619048
94,1.0,15.654417804417806
95,0.0,22.567173673548677
96,36.0,61.86846675546674
97,66.0,68.91629806304805
98,70.0,71.98362336639968
