,Yields,Predicted Yields
0,91.0,82.44515995115997
1,1.0,42.43548988429872
2,13.0,46.64612698412697
3,76.0,66.67356878306877
4,54.0,59.287117012616996
5,35.0,37.13755555555555
6,60.0,79.44089947089944
7,50.0,47.2705526734474
8,73.0,87.09588624338625
9,20.0,46.45092135642134
10,4.0,23.030957912457914
11,37.0,62.70636772486774
12,86.0,90.61025661375655
13,84.0,59.87615079365079
14,45.0,49.670959836459836
15,75.0,76.86048845598846
16,36.0,49.02081746031745
17,93.0,58.56159335109337
18,94.0,86.29506349206348
19,81.0,80.25132034632034
20,9.0,9.4717113997114
21,45.0,45.11541757474265
22,1.0,35.99630062530063
23,75.0,48.535224867724885
24,35.0,53.278909606360834
25,75.0,69.26317219817223
26,0.0,32.16618109885756
27,92.0,56.44070107670107
28,62.0,37.73609039109038
29,63.0,41.217862998027094
30,78.0,67.56038624338625
31,94.0,66.56151287601288
32,1.0,30.766563989845732
33,64.0,49.667772486772506
34,30.0,58.17642857142859
35,43.0,41.4836180856181
36,1.0,70.66573232323232
37,46.0,71.54009259259259
38,67.0,48.71437543937544
39,45.0,43.02634382284381
40,70.0,37.374178748753806
41,63.0,70.53642640692641
42,36.0,54.533195767195764
43,95.0,27.47608128908128
44,66.0,65.43566137566137
45,35.0,43.592686868686876
46,81.0,64.47667388167389
47,67.0,77.42011118511121
48,52.0,50.48910846560849
49,0.0,69.86653705553704
50,0.0,55.92413973063972
51,40.0,50.5168042328042
52,83.0,74.15557083657085
53,76.0,48.29154761904763
54,0.0,28.733142987731227
55,20.0,40.3931455026455
56,80.0,77.42011118511121
57,67.0,65.09274303474307
58,12.0,41.82882193732192
59,77.0,62.10314285714286
60,7.0,83.04415009065009
61,83.0,88.05931481481478
62,31.0,43.95040764790763
63,0.0,83.24707337107334
64,66.0,53.219277777777755
65,42.0,56.48999742849743
66,1.0,36.50237902837901
67,70.0,62.88928619528619
68,92.0,77.48077513227513
69,83.0,81.05613492063495
70,85.0,52.32926094276095
71,77.0,55.18670899470901
72,0.0,16.861291726791727
73,69.0,73.79985455285454
74,26.0,33.00115188297543
75,10.0,60.48482443482442
76,99.0,67.70288335738336
77,21.0,53.092376431274275
78,86.0,81.71219097569094
79,45.0,61.88427574277574
80,78.0,74.12784487734486
81,89.0,52.63303448349037
82,20.0,41.067939612102165
83,93.0,69.86653705553704
84,40.0,56.91645767195769
85,98.0,64.2785740740741
86,81.0,53.80347619047616
87,34.0,56.36270634920635
88,78.0,74.53456613756613
89,56.0,78.40610317460313
90,58.0,88.32837027787026
91,61.0,54.41158417508419
92,98.0,69.2499037999038
93,74.0,65.14680158730161
94,1.0,10.685850127455394
95,80.0,87.8234947089947
96,11.0,51.436298941798924
97,72.0,56.97848901098901
98,1.0,29.7933326118326
99,52.0,27.323639732816208
100,11.0,11.01720414770415
101,89.0,45.945583296247385
102,95.0,61.887682347064725
103,55.0,72.890196988197
104,78.0,52.28240740740744
105,35.0,13.113161375661377
106,76.0,47.237518518518506
107,0.0,21.612870370370374
108,1.0,61.75366113516113
109,49.0,59.41185656173891
110,1.0,69.66848148148149
111,99.0,76.62645141895143
112,1.0,38.406939458689465
113,14.0,36.229656084656085
114,0.0,54.21227736533616
