,Yields,Predicted Yields
0,35.0,52.7517777777778
1,72.0,82.2401874976875
2,95.0,76.65136243386242
3,40.0,65.04353703703704
4,73.0,69.03760846560849
5,69.0,25.348693565441284
6,85.0,74.27225925925926
7,0.0,42.51402703936828
8,0.0,10.58183982366893
9,32.0,25.662070239673184
10,86.0,71.56488306138309
11,54.0,70.64927513227516
12,50.0,73.89444155844157
13,78.0,60.017965168846764
14,19.0,66.94577955271998
15,40.0,47.68026190476193
16,69.0,31.975363391361256
17,23.0,54.88146825396826
18,52.0,56.302880952380946
19,92.0,80.3273544973545
20,40.0,63.85069384768877
21,51.0,77.8301845931846
22,0.0,31.097071188071194
23,20.0,42.02512255337254
24,82.0,32.94829134045161
25,1.0,45.33335159285159
26,80.0,66.2305745144375
27,58.0,56.870379269239095
28,31.0,37.37890470640471
29,0.0,25.663273316990512
30,34.0,31.879458364076005
31,85.0,71.98875084175087
32,74.0,68.84485185185186
33,23.0,36.406933449951175
34,95.0,54.684018592518576
35,74.0,69.02269648869651
36,78.0,66.8988412698413
37,78.0,68.76142153217155
38,90.0,67.4427639027639
39,95.0,49.469163055669256
40,78.0,80.36664814814813
41,45.0,62.18035714285714
42,30.0,13.74268807118807
43,79.0,61.02405745736891
44,96.0,64.23482539682539
45,80.0,64.29141500985543
46,46.0,56.870379269239095
47,78.0,69.89144444444442
48,50.0,54.92288095238095
49,0.0,7.644069023569026
50,96.0,58.1465767195767
51,83.0,45.91434950143307
52,20.0,32.045236141853785
53,86.0,82.22981376031377
54,86.0,65.02862181337181
55,86.0,70.44726503126503
56,78.0,64.33084920634921
57,12.0,45.33335159285159
58,85.0,89.72358201058202
59,35.0,68.95720614570612
60,52.0,49.3461171883672
61,34.0,13.188796481296482
62,46.0,61.389925925925894
63,1.0,23.867059255559255
64,98.0,49.469163055669256
65,93.0,37.529682539682554
66,1.0,24.92653724053724
67,90.0,79.2408903318903
68,20.0,39.09484770784771
69,1.0,18.64328612055174
70,90.0,86.57780687830687
71,31.0,31.975363391361256
72,1.0,49.469163055669256
73,37.0,45.33335159285159
74,73.0,58.3161532911533
75,74.0,70.63149735449737
76,52.0,67.64188888888891
77,47.0,17.850111517377137
78,13.0,45.33335159285159
79,56.0,62.445799977799965
80,90.0,37.58492857142857
81,1.0,31.792378998996647
82,53.0,73.09439819439817
83,53.0,74.27522222222223
84,61.0,48.12815852665854
85,1.0,24.92653724053724
86,84.0,75.4201841121841
87,51.0,61.39033333333335
88,19.0,45.33335159285159
89,70.0,64.75823089940319
90,14.0,40.835785449672436
91,18.0,37.139764753764744
92,35.0,49.53683292633292
93,1.0,26.348281800735403
94,59.0,60.995445369445356
95,60.0,65.84907568357568
96,66.0,51.46548412698412
97,31.0,53.82797346716466
98,41.0,31.64020736771585
99,68.0,49.3461171883672
100,58.0,69.92537456917226
101,1.0,17.65063439319413
102,0.0,23.885934102934094
103,94.0,62.445799977799965
104,65.0,45.91434950143307
105,69.0,66.2305745144375
106,99.0,89.72358201058202
107,71.0,68.45762501664167
108,76.0,75.81066531997415
109,1.0,29.975338594956234
110,65.0,78.9711491841492
111,61.0,71.80140740740742
112,98.0,76.44159228734227
113,43.0,50.93541443741444
114,49.0,34.414040834095225
115,80.0,83.96751587301584
116,25.0,53.80694444444446
117,1.0,56.870379269239095
118,96.0,31.975363391361256
119,27.0,38.80654894179894
120,0.0,34.38728991596639
121,39.0,39.09484770784771
122,0.0,31.252626743626745
123,80.0,45.33335159285159
124,25.0,12.634285954785957
125,41.0,31.587975468975472
126,86.0,84.04125953675953
127,52.0,50.19692857142858
128,80.0,61.22059812409812
129,88.0,78.96084920634922
130,95.0,56.870379269239095
131,78.0,64.10562698412701
132,70.0,65.99998088948088
133,0.0,68.02066666666668
134,75.0,81.5375026455027
135,94.0,69.43091871091875
136,98.0,89.72358201058202
137,17.0,49.469163055669256
138,95.0,45.33335159285159
139,86.0,59.35980378880378
140,48.0,66.21372145828029
141,95.0,42.02512255337254
142,54.0,74.12276262626263
143,70.0,31.64020736771585
144,33.0,56.82537556887557
145,89.0,61.64340600793543
146,98.0,37.656126928626946
147,47.0,49.3461171883672
148,65.0,73.03311758611757
149,53.0,61.7011677353148
150,15.0,45.33335159285159
151,0.0,12.976730103230103
152,17.0,44.7479714790011
153,94.0,52.37712626262625
154,0.0,58.1465767195767
155,65.0,69.08840476190475
156,15.0,17.850111517377137
157,0.0,23.67477905000503
158,88.0,82.48659523809525
159,11.0,11.565360642578028
160,85.0,81.97717797017799
161,49.0,41.33007142857143
162,70.0,65.94220995670997
163,90.0,26.19017922817922
164,60.0,64.75823089940319
165,75.0,40.835785449672436
