,Substrate,Origin,Predicted Yields,Global baseline,Yields
0,(trifluoromethyl)benzene,scope,62.19523809523809,45.077709611451944,66.0
1,(trifluoromethyl)benzene,scope,71.08708485563284,45.077709611451944,91.0
2,(trifluoromethyl)benzene,scope,61.1475,45.077709611451944,66.0
3,(trifluoromethyl)benzene,scope,74.29238853874884,45.077709611451944,91.0
4,(trifluoromethyl)benzene,scope,62.42,45.077709611451944,66.0
5,(trifluoromethyl)benzene,scope,73.9525619942493,45.077709611451944,91.0
6,(trifluoromethyl)benzene,scope,61.365,45.077709611451944,66.0
7,(trifluoromethyl)benzene,scope,73.4389457618405,45.077709611451944,91.0
8,(trifluoromethyl)benzene,scope,63.122,45.077709611451944,66.0
9,(trifluoromethyl)benzene,scope,72.89853259704691,45.077709611451944,91.0
10,(trifluoromethyl)benzene,scope,60.165,45.077709611451944,66.0
11,(trifluoromethyl)benzene,scope,71.89303288133436,45.077709611451944,91.0
12,(trifluoromethyl)benzene,scope,60.0355,45.077709611451944,66.0
13,(trifluoromethyl)benzene,scope,74.52417424242424,45.077709611451944,91.0
14,(trifluoromethyl)benzene,scope,62.736999999999995,45.077709611451944,66.0
15,(trifluoromethyl)benzene,scope,73.84846533613445,45.077709611451944,91.0
16,(trifluoromethyl)benzene,scope,62.1175,45.077709611451944,66.0
17,(trifluoromethyl)benzene,scope,73.52081108597285,45.077709611451944,91.0
18,(trifluoromethyl)benzene,scope,62.03,45.077709611451944,66.0
19,(trifluoromethyl)benzene,scope,73.29431746031746,45.077709611451944,91.0
20,1-ethynyl-4-methoxybenzene,scope,75.12720095264214,44.67983367983368,78.0
21,1-ethynyl-4-methoxybenzene,scope,63.884499999999996,44.67983367983368,68.0
22,1-ethynyl-4-methoxybenzene,scope,58.52358441558441,44.67983367983368,72.0
23,1-ethynyl-4-methoxybenzene,scope,77.47785714285713,44.67983367983368,80.0
24,1-ethynyl-4-methoxybenzene,scope,85.12216503267975,44.67983367983368,90.0
25,1-ethynyl-4-methoxybenzene,scope,85.12216503267975,44.67983367983368,91.0
26,1-ethynyl-4-methoxybenzene,optimization,42.73700066318594,44.67983367983368,63.0
27,1-ethynyl-4-methoxybenzene,optimization,62.56824534161491,44.67983367983368,61.0
28,1-ethynyl-4-methoxybenzene,optimization,61.01000000000001,44.67983367983368,55.0
29,1-ethynyl-4-methoxybenzene,optimization,43.43607142857143,44.67983367983368,51.0
30,1-ethynyl-4-methoxybenzene,scope,77.13470081225964,44.67983367983368,78.0
31,1-ethynyl-4-methoxybenzene,scope,63.60178571428572,44.67983367983368,68.0
32,1-ethynyl-4-methoxybenzene,scope,58.170764957264936,44.67983367983368,72.0
33,1-ethynyl-4-methoxybenzene,scope,77.985,44.67983367983368,80.0
34,1-ethynyl-4-methoxybenzene,scope,82.33575413312177,44.67983367983368,90.0
35,1-ethynyl-4-methoxybenzene,scope,82.33575413312177,44.67983367983368,91.0
36,1-ethynyl-4-methoxybenzene,optimization,43.93890338900057,44.67983367983368,63.0
37,1-ethynyl-4-methoxybenzene,optimization,62.29411764705882,44.67983367983368,61.0
38,1-ethynyl-4-methoxybenzene,optimization,61.14471428571429,44.67983367983368,55.0
39,1-ethynyl-4-methoxybenzene,optimization,46.900704481792715,44.67983367983368,51.0
40,1-ethynyl-4-methoxybenzene,scope,75.03718631042162,44.67983367983368,78.0
41,1-ethynyl-4-methoxybenzene,scope,63.762047619047614,44.67983367983368,68.0
42,1-ethynyl-4-methoxybenzene,scope,61.807326007326,44.67983367983368,72.0
43,1-ethynyl-4-methoxybenzene,scope,77.76033333333334,44.67983367983368,80.0
44,1-ethynyl-4-methoxybenzene,scope,83.0966520203223,44.67983367983368,90.0
45,1-ethynyl-4-methoxybenzene,scope,83.0966520203223,44.67983367983368,91.0
46,1-ethynyl-4-methoxybenzene,optimization,41.686006357081496,44.67983367983368,63.0
47,1-ethynyl-4-methoxybenzene,optimization,62.18692028985508,44.67983367983368,61.0
48,1-ethynyl-4-methoxybenzene,optimization,64.74476923076924,44.67983367983368,55.0
49,1-ethynyl-4-methoxybenzene,optimization,45.297086956521746,44.67983367983368,51.0
50,1-ethynyl-4-methoxybenzene,scope,76.15974080249816,44.67983367983368,78.0
51,1-ethynyl-4-methoxybenzene,scope,65.18843073593074,44.67983367983368,68.0
52,1-ethynyl-4-methoxybenzene,scope,58.32009892884893,44.67983367983368,72.0
53,1-ethynyl-4-methoxybenzene,scope,78.26305555555555,44.67983367983368,80.0
54,1-ethynyl-4-methoxybenzene,scope,82.85703913162004,44.67983367983368,90.0
55,1-ethynyl-4-methoxybenzene,scope,82.85703913162004,44.67983367983368,91.0
56,1-ethynyl-4-methoxybenzene,optimization,42.07339328260722,44.67983367983368,63.0
57,1-ethynyl-4-methoxybenzene,optimization,66.03007246376812,44.67983367983368,61.0
58,1-ethynyl-4-methoxybenzene,optimization,63.26428571428571,44.67983367983368,55.0
59,1-ethynyl-4-methoxybenzene,optimization,44.438099415204675,44.67983367983368,51.0
60,1-ethynyl-4-methoxybenzene,scope,77.71058338720103,44.67983367983368,78.0
61,1-ethynyl-4-methoxybenzene,scope,63.9805,44.67983367983368,68.0
