,Yields,Predicted Yields
0,GOOD YIELD,AVERAGE YIELD
1,GOOD YIELD,BELOW AVERAGE YIELD
2,GOOD YIELD,POOR YIELD
3,GOOD YIELD,GOOD YIELD
4,GOOD YIELD,AVERAGE YIELD
5,GOOD YIELD,POOR YIELD
6,GOOD YIELD,GOOD YIELD
7,POOR YIELD,POOR YIELD
8,GOOD YIELD,GOOD YIELD
9,AVERAGE YIELD,GOOD YIELD
10,GOOD YIELD,GOOD YIELD
11,GOOD YIELD,GOOD YIELD
12,AVERAGE YIELD,AVERAGE YIELD
13,POOR YIELD,GOOD YIELD
14,GOOD YIELD,GOOD YIELD
15,GOOD YIELD,AVERAGE YIELD
16,GOOD YIELD,GOOD YIELD
17,GOOD YIELD,GOOD YIELD
18,GOOD YIELD,GOOD YIELD
19,AVERAGE YIELD,GOOD YIELD
20,GOOD YIELD,GOOD YIELD
21,BELOW AVERAGE YIELD,AVERAGE YIELD
22,GOOD YIELD,GOOD YIELD
23,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
24,BELOW AVERAGE YIELD,POOR YIELD
25,GOOD YIELD,AVERAGE YIELD
26,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
27,BELOW AVERAGE YIELD,GOOD YIELD
28,AVERAGE YIELD,AVERAGE YIELD
29,GOOD YIELD,GOOD YIELD
30,AVERAGE YIELD,GOOD YIELD
31,BELOW AVERAGE YIELD,GOOD YIELD
32,GOOD YIELD,GOOD YIELD
33,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
34,GOOD YIELD,GOOD YIELD
35,GOOD YIELD,GOOD YIELD
36,GOOD YIELD,GOOD YIELD
37,AVERAGE YIELD,GOOD YIELD
38,POOR YIELD,GOOD YIELD
39,GOOD YIELD,GOOD YIELD
40,AVERAGE YIELD,POOR YIELD
41,GOOD YIELD,GOOD YIELD
42,AVERAGE YIELD,AVERAGE YIELD
43,GOOD YIELD,POOR YIELD
44,AVERAGE YIELD,AVERAGE YIELD
45,GOOD YIELD,GOOD YIELD
46,GOOD YIELD,AVERAGE YIELD
47,GOOD YIELD,GOOD YIELD
48,GOOD YIELD,GOOD YIELD
49,POOR YIELD,AVERAGE YIELD
50,AVERAGE YIELD,AVERAGE YIELD
51,GOOD YIELD,GOOD YIELD
52,AVERAGE YIELD,GOOD YIELD
53,POOR YIELD,POOR YIELD
54,GOOD YIELD,GOOD YIELD
55,GOOD YIELD,AVERAGE YIELD
56,AVERAGE YIELD,AVERAGE YIELD
57,POOR YIELD,POOR YIELD
58,GOOD YIELD,AVERAGE YIELD
59,AVERAGE YIELD,GOOD YIELD
60,GOOD YIELD,GOOD YIELD
61,AVERAGE YIELD,POOR YIELD
62,AVERAGE YIELD,AVERAGE YIELD
63,AVERAGE YIELD,GOOD YIELD
64,AVERAGE YIELD,AVERAGE YIELD
65,GOOD YIELD,POOR YIELD
66,BELOW AVERAGE YIELD,POOR YIELD
67,GOOD YIELD,GOOD YIELD
68,GOOD YIELD,GOOD YIELD
69,POOR YIELD,GOOD YIELD
70,POOR YIELD,POOR YIELD
71,GOOD YIELD,POOR YIELD
72,GOOD YIELD,GOOD YIELD
73,GOOD YIELD,AVERAGE YIELD
74,GOOD YIELD,GOOD YIELD
75,GOOD YIELD,GOOD YIELD
76,AVERAGE YIELD,AVERAGE YIELD
77,BELOW AVERAGE YIELD,GOOD YIELD
78,GOOD YIELD,AVERAGE YIELD
79,POOR YIELD,AVERAGE YIELD
80,AVERAGE YIELD,POOR YIELD
81,AVERAGE YIELD,AVERAGE YIELD
82,POOR YIELD,POOR YIELD
83,POOR YIELD,AVERAGE YIELD
84,POOR YIELD,POOR YIELD
85,GOOD YIELD,GOOD YIELD
86,GOOD YIELD,GOOD YIELD
87,BELOW AVERAGE YIELD,AVERAGE YIELD
88,GOOD YIELD,AVERAGE YIELD
89,GOOD YIELD,POOR YIELD
90,GOOD YIELD,AVERAGE YIELD
91,BELOW AVERAGE YIELD,GOOD YIELD
92,GOOD YIELD,GOOD YIELD
93,BELOW AVERAGE YIELD,GOOD YIELD
94,GOOD YIELD,POOR YIELD
